,Glottocode,Name,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
7203,swah1253,Swahili,Atlantic-Congo,swh,Africa,13,-8.26,37.62
7204,swam1239,Swampy Cree,Algic,csw,North America,2,56,-95
7205,swat1243,Swati,Atlantic-Congo,ssw,Africa,3,-26,31.5
7206,swed1236,Swedish Sign Language,Sign Language,swl,Eurasia,0,58.93,16.11
7207,swed1254,Swedish,Indo-European,swe,Eurasia,4,59.8,17.39
7208,swis1235,Swiss-Italian Sign Language,Sign Language,slf,Eurasia,0,46.31,8.79
7209,swis1240,Swiss-German Sign Language,Sign Language,sgg,Eurasia,0,47.11,9.08
7210,swis1241,Swiss-French Sign Language,Sign Language,ssr,Eurasia,0,46.72,6.78
7211,swis1247,Central Alemannic,Indo-European,gsw,Eurasia,18,47.05,8.46
7212,syan1242,Syan,Atlantic-Congo,,Africa,0,1.28,34.34
7213,sydn1236,Sydney,Pama-Nyungan,xdk,Australia,0,-33.53,150.35
7214,sylh1242,Sylheti,Indo-European,syl,Eurasia,0,24.84,92.25
7215,syri1242,Syriem,Sino-Tibetan,,Eurasia,0,24.94,92.9
7216,taab1238,Taabwa,Atlantic-Congo,tap,Africa,1,-7.91,29.52
7217,taba1259,Tabasaran,Nakh-Daghestanian,tab,Eurasia,2,42.02,47.84
7218,taba1263,Tabaru,North Halmahera,tby,Papunesia,2,1.47,127.63
7219,taba1264,Tabasco Zoque,Mixe-Zoque,zoq,North America,0,18.17,-93.1
7220,taba1265,Tabasco Nahuatl,Uto-Aztecan,nhc,North America,0,17.94,-93.57
7221,taba1266,Tabasco Chontal,Mayan,chf,North America,3,18.17,-92.74
7222,taba1268,Tabaa Zapotec,Otomanguean,zat,North America,0,17.28,-96.28
7223,taba1269,Tabancal,Unclassifiable,,South America,0,,
7224,tabl1243,Tabla,Sentanic,tnm,Papunesia,3,-2.45,140.4
7225,tabo1241,Tabo,,knv,Papunesia,2,-8.09,143.31
7226,tabr1243,Tabriak,Lower Sepik,tzx,Papunesia,0,-4.49,143.59
7227,taca1256,Tacana,Pano-Tacanan,tna,South America,2,-13.39,-68.04
7228,taca1257,Tacahua-Yolotepec Mixtec,Otomanguean,xtt,North America,0,16.96,-97.45
7229,taca1258,Tacanec,Bookkeeping,mtz,North America,0,,
7230,tach1242,Tachoni,Atlantic-Congo,lts,Africa,0,0.61,34.83
7231,tach1249,Chaouia of the Aures,Afro-Asiatic,shy,Africa,4,35.19,6.89
7232,tach1250,Tachelhit,Afro-Asiatic,shi,Africa,3,29.79,-7.78
7233,tacu1234,Tacunyape,Tupian,,South America,0,-4.56,-53.75
7234,tada1238,Tadaksahak,Songhay,dsq,Africa,0,16.68,2.33
7235,tady1237,Tadyawan,Austronesian,tdy,Papunesia,0,13.02,121.31
7236,taee1237,Tae',Austronesian,rob,Papunesia,4,-2.58,120.14
7237,taen1234,Taensa,Bookkeeping,,North America,0,,
7238,tafi1243,Tafi,Atlantic-Congo,tcd,Africa,0,6.8,0.4
7239,taga1268,Tagakaulu Kalagan,Austronesian,klg,Papunesia,0,6.45,125.43
7240,taga1270,Tagalog,Austronesian,tgl,Papunesia,8,14.06,121.75
7241,taga1272,Tagabawa,Austronesian,bgs,Papunesia,0,6.97,125.17
7242,taga1273,Tagal Murut,Austronesian,mvv,Papunesia,11,4.43,116.18
7243,taga1278,Ouargli,Afro-Asiatic,oua,Africa,3,31.95,5.28
7244,taga1279,Tagalaka,Pama-Nyungan,tgz,Australia,0,-18.2,142.96
7245,tagb1255,Tagbu,Atlantic-Congo,tbm,Africa,0,7.76,27.71
7246,tagb1258,Tagbanwa,Austronesian,tbw,Papunesia,0,9.54,118.5
7247,tagd1238,Tagdal,Songhay,tda,Africa,3,16.19,6.84
7248,tagi1240,Tagish,Athabaskan-Eyak-Tlingit,tgx,North America,0,60.24,-134.8
7249,tagi1241,Tagin,Sino-Tibetan,tgj,Eurasia,0,27.99,94.22
7250,tago1246,Tagoi,Rashad,tag,Africa,4,12.03,30.93
7251,tagw1240,Tagwana Senoufo,Atlantic-Congo,tgw,Africa,11,8.67,-5.17
7252,taha1241,Tahaggart Tamahaq,Afro-Asiatic,thv,Africa,2,22.59,8.73
7253,tahi1242,Tahitian,Austronesian,tah,Papunesia,0,-17.65,-149.45
7254,tahl1239,Tahltan,Athabaskan-Eyak-Tlingit,tht,North America,0,58.45,-130.05
7255,taia1239,Taiap,,gpn,Papunesia,0,-4.05,144.51
7256,taid1247,Tai Dam,Tai-Kadai,blt,Eurasia,0,18.96,102.93
7257,taid1248,Tai Do-Mene-Yo,Tai-Kadai,tyj,Eurasia,3,19.18,104.94
7258,taid1249,Tai Daeng-Meuay,Tai-Kadai,tyr,Eurasia,2,20.46,104.62
7259,taid1250,Tai Dón,Tai-Kadai,twh,Eurasia,0,21.85,103.57
7260,taih1245,Tai Pao (Retired),Bookkeeping,thc,Eurasia,0,19.13,104.22
7261,taih1246,Tai Hongjin,Tai-Kadai,tiz,Eurasia,0,23.31,102.59
7262,taii1241,Tai,Nuclear Trans New Guinea,taw,Papunesia,0,-5.29,144.66
7263,taik1255,Taikat,Border,aos,Papunesia,0,-2.94,140.75
7264,tail1246,Muak,Austroasiatic,tlq,Eurasia,2,21.43,100.98
7265,tail1248,Tai Laing,Tai-Kadai,tjl,Eurasia,0,24.9,95.08
7266,taim1252,Taimyr Pidgin Russian,Pidgin,,Eurasia,0,69.52,88.53
7267,tain1252,Tai Nüa,Tai-Kadai,tdd,Eurasia,3,21.78,99.72
7268,tain1253,Tainae,Angan,ago,Papunesia,0,-7.4,145.68
7269,tain1254,Taino,Arawakan,tnq,North America,6,18.28,-66.8
7270,taip1250,Tai Pao,Tai-Kadai,tpo,Eurasia,0,18.56,104.66
7271,tair1256,Tairuma,Eleman,uar,Papunesia,0,-7.95,145.73
7272,,,,,,,,
7273,tait1247,Cushitic Taita,Unclassifiable,,Africa,0,,
7274,tait1248,Tai Thanh,Tai-Kadai,tmm,Eurasia,0,19.66,104.93
7275,tait1250,Taita,Atlantic-Congo,dav,Africa,6,-3.79,38.57
7276,taiw1241,Taiwan Sign Language,Sign Language,tss,Papunesia,3,25.02,121.31
7277,taiy1242,Tai Ya,Tai-Kadai,cuu,Eurasia,0,23.57,101.9
7278,taiz1242,Ta'izzi-Adeni Arabic,Afro-Asiatic,acq,Eurasia,2,13.66,45.64
7279,taje1237,Taje,Austronesian,pee,Papunesia,0,-0.73,120.08
7280,taji1245,Tajik,Indo-European,tgk,Eurasia,10,38.82,68.55
7281,taji1246,Tajio,Austronesian,tdj,Papunesia,0,-0.32,120.01
7282,taji1248,Tajiki Arabic,Afro-Asiatic,abh,Eurasia,2,37.22,67.33
7283,taju1238,Tajuasohn,Kru,tja,Africa,0,5.51,-8.99
7284,take1255,Takestani,Indo-European,tks,Eurasia,5,36.07,49.69
7285,take1257,Takelma,,tkm,North America,0,42.42,-123.45
7286,taki1248,Takia,Austronesian,tbc,Papunesia,2,-4.69,145.97
7287,takp1246,Takpa (Retired),Bookkeeping,tkk,Eurasia,0,28.17,88.43
7288,taku1254,Takua,Austroasiatic,tkz,Eurasia,0,15.43,108.05
7289,taku1257,Takuu,Austronesian,nho,Papunesia,0,-4.77,157.03
7290,takw1238,Takwane,Atlantic-Congo,tke,Africa,0,-16.23,36.25
7291,tala1285,Talaud,Austronesian,tld,Papunesia,9,4.12,126.8
7292,tala1295,Tala,Afro-Asiatic,tak,Africa,0,10.23,9.85
7293,tali1257,Talieng,Austroasiatic,tdf,Eurasia,0,16.53,106.1
7294,tali1258,Talinga-Bwisi,Atlantic-Congo,tlj,Africa,0,0.68,29.95
7295,tali1259,Talise,Austronesian,tlr,Papunesia,6,-9.77,160.23
7296,tali1262,Taliabu,Austronesian,tlv,Papunesia,3,-1.8,124.87
7297,tall1235,Tallán,,,South America,2,-5.33,-80.65
7298,tall1250,Tal,Afro-Asiatic,tal,Africa,0,9.15,9.51
7299,talo1250,Tasomi-Tata,Narrow Talodi,tlo,Africa,0,10.65,30.48
7300,talo1251,Talondo',Austronesian,tln,Papunesia,0,-2.45,119.35
7301,talo1252,Taloki,Austronesian,tlk,Papunesia,0,-4.65,122.87
7302,talo1253,Talossan,Artificial Language,tzl,North America,0,,
7303,talu1238,Lavu-Yongsheng-Talu,Sino-Tibetan,yta,Eurasia,0,26.4,101
7304,taly1247,North-Central Talysh,Indo-European,tly,Eurasia,7,38.46,48.63
7305,tama1328,Taman (Myanmar),Sino-Tibetan,tcl,Eurasia,0,25.16,95.12
7306,tama1331,Tama (Chad),Tamaic,tma,Africa,4,14.33,22
7307,tama1335,Taman (Indonesia),Austronesian,tmn,Papunesia,0,1,112.97
7308,tama1336,Tamagario,Kayagaric,tcg,Papunesia,0,-6.64,138.89
7309,tama1338,Tamanaku,Cariban,tmz,South America,0,2.77,-65.88
7310,tama1339,Tamazola Mixtec,Otomanguean,vmx,North America,0,17.13,-97.1
7311,tama1340,Tama (Colombia),Tucanoan,ten,South America,0,1.03,-75.25
7312,tama1365,Tamasheq,Afro-Asiatic,taq,Africa,3,14.2,-2.41
7313,tamb1253,Tambotalo,Austronesian,tls,Papunesia,0,-15.5,167.14
7314,tamb1257,Tambora,,xxt,Papunesia,0,-8.25,118
7315,tamb1267,Tambas,Afro-Asiatic,tdk,Africa,0,9.36,9.33
7316,tami1289,Tamil,Dravidian,tam,Eurasia,18,10.52,78.83
7317,tami1290,Tami,Austronesian,tmy,Papunesia,2,-6.7,147.73
7318,tamk1242,Tamki,Afro-Asiatic,tax,Africa,0,11.49,18.23
7319,tamn1235,Tamnim Citak,Nuclear Trans New Guinea,tml,Papunesia,0,-5.58,139.23
7320,tamp1251,Tampuan,Austroasiatic,tpu,Eurasia,0,13.56,107.25
7321,tamp1252,Tampulma,Atlantic-Congo,tpm,Africa,0,9.76,-1.35
7322,tamp1254,Tampias Lobu,Austronesian,low,Papunesia,0,5.72,116.79
7323,tana1281,Tanapag,Austronesian,tpv,Papunesia,0,15.24,145.76
7324,tana1288,Tanahmerah,,tcm,Papunesia,0,-2.55,133.18
7325,tana1289,Dena'ina,Athabaskan-Eyak-Tlingit,tfn,North America,2,60.47,-150.76
7326,tana1290,Tanacross,Athabaskan-Eyak-Tlingit,tcb,North America,0,63.4,-143.34
7327,tand1253,Tandia,Austronesian,tni,Papunesia,0,-2.84,134.53
7328,tand1256,Tandroy Malagasy,Austronesian,tdx,Africa,0,-24.8,45.9
7329,tand1258,Tandaganon,Austronesian,tgn,Papunesia,1,8.98,126.19
7330,tand1259,Tanda,Bookkeeping,,Papunesia,0,-5.74,146.61
7331,tane1237,Tanema,Austronesian,tnx,Papunesia,0,-11.68,166.97
7332,tang1330,Tangchangya,Indo-European,tnv,Eurasia,0,22.32,92.51
7333,tang1334,Tangut,Sino-Tibetan,txg,Eurasia,0,38.89,102.25
7334,tang1336,East-Central Tangkhul Naga,Sino-Tibetan,nmf,Eurasia,6,25.05,94.36
7335,tang1347,Movono,Austronesian,tgp,Papunesia,0,-15.56,166.96
7336,tang1348,Tangga,Austronesian,tgg,Papunesia,4,-4.09,153.61
7337,tang1353,Tangko,Nuclear Trans New Guinea,tkx,Papunesia,0,-5.13,140.27
7338,tang1355,Tanggu,Ramu,tgu,Papunesia,0,-4.46,144.92
7339,tang1356,Tanguat,Ramu,tbs,Papunesia,0,-4.57,144.93
7340,tang1372,Tanglang-Toloza,Sino-Tibetan,ytl,Eurasia,0,26.9,99.9
7341,tang1373,Tangwang,Sino-Tibetan,,Eurasia,0,35.8,103.54
7342,tang1374,Tangshewi,Bookkeeping,tnf,Eurasia,0,38.23,71.25
7343,tang1377,Tangam,Sino-Tibetan,,Eurasia,0,28.95,94.98
7344,tani1255,Tanimbili,Austronesian,tbe,Papunesia,0,-11.3,166.51
7345,tani1257,Tanimuca-Retuarã,Tucanoan,tnc,South America,2,-0.59,-70.39
7346,tanj1247,Rjili,Atlantic-Congo,uji,Africa,0,9.4,6.87
7347,tanj1248,Tanjong,Bookkeeping,tnj,,0,,
7348,tano1246,Tanosy Malagasy,Austronesian,txy,Africa,0,-24.92,47.14
7349,tanp1235,Tanpachoa,Unclassifiable,,North America,0,31.76,-106.49
7350,tanz1238,Tanzanian Sign Language,Sign Language,tza,Africa,0,-6.82,39.13
7351,tanz1241,Tanzanian Ngoni,Atlantic-Congo,xnj,Africa,0,-11.78,35.46
7352,tapa1260,Tapachultec,Mixe-Zoque,qcs,North America,0,14.9,-92.28
7353,tapa1261,Tapajó,Unclassifiable,,South America,0,,
7354,tapa1262,Taparita,Otomaco-Taparita,,South America,0,7.65,-67.6
7355,tape1236,Tapeba,Bookkeeping,tbb,South America,0,-5,-40.33
7356,tape1242,Tapei,Arafundi,afp,Papunesia,2,-4.78,143.34
7357,tapi1253,Tapieté,Tupian,tpj,South America,0,-21.42,-62.68
7358,tapi1254,Tapirapé,Tupian,taf,South America,0,-10.54,-50.54
7359,tara1303,Tarairiu,Unclassifiable,,South America,0,-5.7,-36.16
7360,tara1313,Tarao,Sino-Tibetan,tro,Eurasia,0,24.4,94.17
7361,tare1239,Tareng,Bookkeeping,tgr,Eurasia,0,15.49,107.3
7362,tari1256,Tariana,Arawakan,tae,South America,4,0.44,-68.9
7363,tari1263,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,Afro-Asiatic,rif,Africa,18,34.92,-3.43
7364,tarj1235,Tarjumo,Saharan,txj,Africa,0,11.85,13.16
7365,taro1263,Tarok,Atlantic-Congo,yer,Africa,5,8.98,10.03
7366,taro1264,Seediq,Austronesian,trv,Papunesia,3,23.9,121.36
7367,tarp1240,Tarpia,Austronesian,tpf,Papunesia,0,-2.32,140.12
7368,tarp1241,Sufrai,Bookkeeping,suf,,0,,
7369,tart1237,Tartessian,Unclassifiable,txr,Eurasia,0,37.24,-8.12
7370,taru1236,Taruma,,tdm,South America,0,1.67,-58.65
7371,tasa1240,Tasawaq,Songhay,twq,Africa,0,16.78,6.92
7372,tase1235,Pangwa Naga,Sino-Tibetan,nst,Eurasia,26,27.26,96.39
7373,,,,,,,,
7374,tasm1246,Tasmate,Austronesian,tmt,Papunesia,0,-15.08,166.66
7375,tasm1247,Tasmanian,Bookkeeping,xtz,Australia,0,,
7376,tata1255,Tatar,Turkic,tat,Eurasia,7,55.8,49.12
7377,tata1257,Tatana,Austronesian,txx,Papunesia,0,5.5,115.55
7378,tata1258,Tataltepec Chatino,Otomanguean,cta,North America,0,16.3,-97.53
7379,tatu1247,Tatuyo,Tucanoan,tav,South America,0,0.56,-70.53
7380,taua1242,Tauade,,ttd,Papunesia,0,-8.35,147.09
7381,taul1251,Taulil,Taulil-Butam,tuh,Papunesia,0,-4.44,152.09
7382,taun1248,Taungyo,Sino-Tibetan,tco,Eurasia,0,20.41,96.74
7383,taup1242,Taupota,Austronesian,tpa,Papunesia,0,-10.23,150.37
7384,taus1251,Tausug,Austronesian,tsg,Papunesia,0,5.12,118.88
7385,taus1252,Tause,Lakes Plain,tad,Papunesia,3,-2.84,136.9
7386,taus1253,Taushiro,,trr,South America,0,-3.22,-75.56
7387,taut1234,Taut Batu,Austronesian,,Papunesia,0,8.88,117.67
7388,tauy1241,Tauya,Nuclear Trans New Guinea,tya,Papunesia,0,-5.74,145.37
7389,tave1240,Taveta,Atlantic-Congo,tvs,Africa,0,-3.42,37.71
7390,tavo1242,Tavoyan,Sino-Tibetan,tvn,Eurasia,3,14.11,98.19
7391,tavr1235,Tavringer Romani,Speech Register,rmu,Eurasia,0,62.23,14.4
7392,tawa1270,Tawara,Atlantic-Congo,twl,Africa,2,-16.02,31.62
7393,tawa1275,Tawala,Austronesian,tbo,Papunesia,9,-10.31,150.64
7394,tawa1278,Tawandê,Nambiquaran,xtw,South America,0,-11.78,-60.54
7395,tawa1286,Tawallammat Tamajaq,Afro-Asiatic,ttq,Africa,3,13.99,4.48
7396,tawa1289,Tawang Monpa,Bookkeeping,twm,Eurasia,0,27.77,92.18
7397,tawe1235,Tawendê,Unattested,,South America,0,,
7398,tawo1243,Tawoyan,Austronesian,twy,Papunesia,0,-1.3,115.2
7399,tawo1244,Taworta,Lakes Plain,tbp,Papunesia,0,-3.43,139.06
7400,tawr1235,Laamtuk Thet,Sino-Tibetan,tcp,Eurasia,0,22.5,94.1
7401,taya1256,Tayabas Ayta near Lucena City in Western Quezon,Unattested,ayy,Papunesia,0,16.32,121.29
7402,taya1257,Tayart Tamajeq,Afro-Asiatic,thz,Africa,2,16.92,7.67
7403,tayb1240,Tay Boi,Pidgin,tas,Eurasia,0,13.9,108.26
7404,tayk1238,Tay Khang,Tai-Kadai,tnu,Eurasia,0,18.66,104.37
7405,tayo1238,Tayo,Indo-European,cks,Papunesia,0,-22.23,166.55
7406,tays1238,Tày Sa Pa,Tai-Kadai,tys,Eurasia,0,22.3,103.81
7407,tayt1241,Tày Tac,Tai-Kadai,tyt,Eurasia,0,21.38,104.01
7408,tayy1238,Tày,Tai-Kadai,tyz,Eurasia,6,21.64,106.17
7409,tazn1238,Sud Oranais-Gourara,Afro-Asiatic,grr,Africa,3,29.11,0.02
7410,tbol1240,Tboli,Austronesian,tbl,Papunesia,3,6.2,124.54
7411,tchi1245,Tchitchege,Atlantic-Congo,tck,Africa,0,-2.03,13.6
7412,tchu1241,Tchumbuli,Atlantic-Congo,bqa,Africa,2,8.43,2.56
7413,tean1237,Teanu,Austronesian,tkw,Papunesia,0,-11.68,166.87
7414,tebu1239,Tebul Ure Dogon,Dogon,dtu,Africa,0,14.66,-3.1
7415,tebu1240,Tebul Sign Language,Sign Language,tsy,Africa,0,14.5,-3.5
7416,tecp1235,Tecpatlán Totonac,Totonacan,tcw,North America,0,20.24,-97.87
7417,teda1241,Tedaga,Saharan,tuq,Africa,1,18.04,14.77
7418,tedi1235,Tedim Chin,Sino-Tibetan,ctd,Eurasia,2,23.61,93.52
7419,teee1242,Tee,Atlantic-Congo,tkq,Africa,0,4.73,7.38
7420,teen1242,Téén,Atlantic-Congo,lor,Africa,0,9.85,-3.71
7421,tefa1238,Tefaro,Geelvink Bay,tfo,Papunesia,0,-2.35,136.75
7422,tega1236,Tegali,Rashad,ras,Africa,2,11.95,31.11
7423,tehi1237,Tehit,West Bird's Head,kps,Papunesia,7,-1.51,131.99
7424,tehu1242,Tehuelche,Chonan,teh,South America,2,-47.58,-68.32
7425,teiw1235,Teiwa,Timor-Alor-Pantar,twe,Papunesia,3,-8.38,124.17
7426,teja1235,Tejalapan Zapotec,Otomanguean,ztt,North America,0,17.09,-96.89
7427,teke1274,Teke-Fuumu,Atlantic-Congo,ifm,Africa,2,-3.59,15.51
7428,teke1275,Latege,Atlantic-Congo,teg,Africa,3,-1.62,14.87
7429,teke1276,Teke-Tyee,Atlantic-Congo,tyx,Africa,0,-3.51,13.87
7430,teke1277,Teke-Laali,Atlantic-Congo,lli,Africa,0,-3.34,13.27
7431,teke1278,Teke-Eboo-Nzikou,Atlantic-Congo,ebo,Africa,3,-2.38,15.62
7432,teke1280,Teke-Kukuya,Atlantic-Congo,kkw,Africa,0,-2.27,14.44
7433,teke1281,Teke-Tsaayi,Atlantic-Congo,tyi,Africa,0,-2.98,13.86
7434,tekt1235,Tektiteko,Mayan,ttc,North America,0,15.46,-92.11
7435,tela1241,Tela-Masbuar,Austronesian,tvm,Papunesia,0,-8.01,129.69
7436,tele1256,Telefol,Nuclear Trans New Guinea,tlf,Papunesia,2,-5.07,141.73
7437,telu1262,Telugu,Dravidian,tel,Eurasia,18,16.45,78.7
7438,telu1263,Teluti,Austronesian,tlt,Papunesia,2,-3.3,129.66
7439,tema1239,Temascaltepec Nahuatl,Uto-Aztecan,nhv,North America,0,19.33,-99.8
7440,tema1243,Oued Righ,Afro-Asiatic,tjo,Africa,0,33.35,6.07
7441,temb1270,Tembo (Kitembo),Atlantic-Congo,tbt,Africa,2,-1.92,28.58
7442,temb1272,Motembo-Kunda,Atlantic-Congo,tmv,Africa,0,2.02,20.37
7443,temb1276,Tenetehara,Tupian,tqb,South America,8,-2.61,-48.24
7444,temb1278,Tembey,Unclassifiable,,South America,0,-26.48,-55.13
7445,teme1252,Teme,Atlantic-Congo,tdo,Africa,0,8.74,11.39
7446,temi1246,Temiar,Austroasiatic,tea,Eurasia,10,4.97,101.44
7447,temi1247,Temi,Atlantic-Congo,soz,Africa,0,-2.19,35.8
7448,temm1241,Tem,Atlantic-Congo,kdh,Africa,0,8.97,1.14
7449,temo1243,Temoq,Austroasiatic,tmo,Eurasia,0,3.11,102.92
7450,temo1245,Temoaya Otomi,Otomanguean,ott,North America,0,19.6,-99.65
7451,temu1239,Temuan,Austronesian,tmw,Eurasia,2,2.78,101.91
7452,tena1240,Tena Lowland Quichua,Quechuan,quw,South America,0,-0.76,-77.54
7453,tena1241,Tenango Otomi,Otomanguean,otn,North America,0,20.43,-98.18
7454,tene1248,Tengou-Togo Dogon,Dogon,dtk,Africa,5,14.07,-3.37
7455,teng1267,Tenggarong Kutai Malay,Austronesian,vkt,Papunesia,3,0.72,117.64
7456,teng1272,Tengger,Austronesian,tes,Papunesia,0,-7.89,113.04
7457,tenh1241,Tenharim-Parintintin-Diahoi,Tupian,pah,South America,3,-7.93,-61.94
7458,teni1238,Tenino,Sahaptian,tqn,North America,0,44.8,-121.44
7459,teni1244,Tenis,Austronesian,tns,Papunesia,0,-1.65,150.67
7460,tenn1245,T'en,Tai-Kadai,tct,Eurasia,3,25.67,107.31
7461,tenn1246,Tennet,Surmic,tex,Africa,0,4.91,32.63
7462,teoj1234,Teojomulco Chatino,Otomanguean,,North America,0,16.59,-97.22
7463,teop1238,Teop,Austronesian,tio,Papunesia,5,-5.67,154.97
7464,teor1240,Teor,Austronesian,tev,Papunesia,2,-4.74,131.74
7465,tepa1234,Te Parau Tinito,Pidgin,,Papunesia,0,-17.68,-149.41
7466,tepe1278,Tepecano,Uto-Aztecan,tep,North America,0,19.23,-101.73
7467,tepe1279,Tepetotutla Chinantec,Otomanguean,cnt,North America,0,17.71,-96.54
7468,tepe1280,Tepeuxila Cuicatec,Otomanguean,cux,North America,1,17.76,-96.79
7469,tepi1241,Tepinapa Chinantec,Otomanguean,cte,North America,0,17.67,-96.14
7470,tepo1239,Tepo Krumen,Kru,ted,Africa,8,5.16,-7.66
7471,tepp1235,Tep,Atlantic-Congo,,Africa,0,6.68,11.12
7472,tequ1245,Tequistlateco Chontal,Tequistlatecan,,North America,0,16.4,-95.59
7473,tera1251,Tera,Afro-Asiatic,ttr,Africa,3,11.04,11.81
7474,,,,,,,,
7475,tere1272,Teressa,Austroasiatic,tef,Eurasia,1,8.24,93.13
7476,tere1276,Terebu,Austronesian,trb,Papunesia,0,-3.69,143.84
7477,tere1277,Tereweng,Timor-Alor-Pantar,twg,Papunesia,0,-8.48,124.27
7478,tere1278,Terei,South Bougainville,buo,Papunesia,0,-6.7,155.75
7479,tere1279,Terena-Kinikinao-Chane,Arawakan,ter,South America,3,-20.66,-56.03
7480,tere1282,Terena Sign Language,Sign Language,,South America,0,,
7481,teri1244,Terik,Nilotic,tec,Africa,0,0.6,35
7482,teri1250,Teribe,Chibchan,tfr,North America,0,9.07,-82.96
7483,term1237,Termanu,Austronesian,twu,Papunesia,5,-10.73,123.17
7484,tern1247,Ternate,North Halmahera,tft,Papunesia,0,0.81,127.33
7485,tern1248,Ternateño,Indo-European,tmg,Papunesia,0,14.28,120.72
7486,ters1235,Ter Saami,Uralic,sjt,Eurasia,0,67.25,38.51
7487,ters1236,Terschelling Frisian,Indo-European,,Eurasia,2,53.4,5.32
7488,tesa1236,Tesaka Malagasy,Austronesian,tkg,Africa,2,-23.3,47.33
7489,tese1238,Tese,Temeinic,keg,Africa,2,11.39,29.58
7490,tesh1239,Teshenawa,Afro-Asiatic,twc,Africa,0,9.64,8.36
7491,teso1249,Teso,Nilotic,teo,Africa,2,1.18,33.94
7492,tete1250,Tetela,Atlantic-Congo,tll,Africa,5,-4.29,24.55
7493,tete1251,Tetelcingo Nahuatl,Uto-Aztecan,nhg,North America,0,18.89,-98.89
7494,tete1252,Tetete,Bookkeeping,teb,South America,0,-0.03,-76.58
7495,tets1235,Tetserret,Afro-Asiatic,tez,Africa,0,14.97,5.7
7496,tetu1245,Tetum,Austronesian,tet,Papunesia,3,-9.11,125.53
7497,tetu1246,Tetun Dili,Austronesian,tdt,Papunesia,0,-8.58,125.58
7498,teun1241,Te'un,Austronesian,tve,Papunesia,0,-6.97,129.14
7499,teus1236,Teushen,Chonan,,South America,2,-43.19,-70.19
7500,teut1235,Teutila Cuicatec,Otomanguean,cut,North America,0,17.9,-96.66
7501,tewa1260,Rio Grande Tewa,Kiowa-Tanoan,tew,North America,6,35.91,-106.12
7502,tewe1238,Tewe,Atlantic-Congo,twx,Africa,0,-18.45,33.82
7503,texc1235,Texcatepec Otomi,Otomanguean,otx,North America,0,20.73,-98.27
7504,texi1237,Texistepec Popoluca,Mixe-Zoque,poq,North America,0,17.89,-94.81
7505,texm1235,Texmelucan Zapotec,Otomanguean,zpz,North America,0,16.49,-97.09
7506,tezo1238,Tezoatlán Mixtec,Otomanguean,mxb,North America,2,17.62,-97.9
7507,thaa1239,Tha,Atlantic-Congo,thy,Africa,0,9.21,11.18
7508,thac1235,Thachanadan,Dravidian,thn,Eurasia,0,11.27,76.36
7509,thad1238,Thado Chin,Sino-Tibetan,tcz,Eurasia,12,24.1,93.72
7510,thai1240,Thai Sign Language,Sign Language,tsq,Eurasia,0,13.78,100.44
7511,thai1259,Thai Song,Tai-Kadai,soa,Eurasia,0,13.21,99.87
7512,thai1261,Thai,Tai-Kadai,tha,Eurasia,1,14.19,100.67
7513,thai1262,Thaipum Chin,Bookkeeping,cth,Eurasia,0,,
7514,thak1245,Thakali,Sino-Tibetan,ths,Eurasia,3,28.7,83.65
7515,than1255,Thangal Naga,Sino-Tibetan,nki,Eurasia,0,25.35,93.84
7516,than1259,Thangmi,Sino-Tibetan,thf,Eurasia,3,28.76,85.77
7517,thao1240,Thao,Austronesian,ssf,Papunesia,3,23.83,120.93
7518,thar1283,Tharaka,Atlantic-Congo,thk,Africa,4,-0.13,38.07
7519,thay1248,Thaypan,Pama-Nyungan,typ,Australia,0,-14.83,143.32
7520,thay1249,Thayore,Pama-Nyungan,thd,Australia,0,-14.82,142.03
7521,thee1239,Theen,Austroasiatic,,Eurasia,0,19.38,102.41
7522,thee1240,The,Bookkeeping,thx,Eurasia,0,14.67,106.67
7523,thii1234,Thiin,Pama-Nyungan,iin,Australia,0,-23.71,116.68
7524,thom1243,Thompson,Salishan,thp,North America,2,50.17,-120.19
7525,thoo1240,Tho,Austroasiatic,tou,Eurasia,2,19.36,105.36
7526,thop1236,Thopho,Sino-Tibetan,ytp,Eurasia,0,24.15,104.9
7527,thra1250,Thracian,Indo-European,txh,Eurasia,0,42.12,24.71
7528,thud1238,Thudam,Bookkeeping,thw,Eurasia,0,27.77,87.62
7529,thul1246,Thulung,Sino-Tibetan,tdh,Eurasia,5,27.54,87.61
7530,thul1247,Thu Lao,Bookkeeping,tyl,Eurasia,0,22.75,104.25
7531,thur1254,Thurawal,Pama-Nyungan,tbh,Australia,1,-34.63,150.72
7532,thur1255,Thuri,Nilotic,thu,Africa,3,8.73,26.49
7533,tiag1235,Tiagbamrin Aizi,Kru,ahi,Africa,0,5.28,-4.62
7534,tial1239,Tiale,Austronesian,mnl,Papunesia,0,-15.23,166.84
7535,tian1237,Tiang,Austronesian,tbj,Papunesia,0,-2.96,150.94
7536,tibe1272,Tibetan,Sino-Tibetan,bod,Eurasia,17,28.37,90.19
7537,tibe1274,Tibea,Atlantic-Congo,ngy,Africa,0,5.31,11.31
7538,tibe1277,Tibetan Sign Language,Sign Language,lsn,Eurasia,0,29.65,91.16
