,Glottocode,Name,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
6868,,,,,,,,
6869,siks1238,Siksika,Algic,bla,North America,2,49.07,-113.11
6870,siku1242,Sikule,Austronesian,skh,Papunesia,2,2.69,95.96
6871,sila1247,Sila,Sino-Tibetan,slt,Eurasia,0,21.69,102.13
6872,sila1250,Silacayoapan Mixtec,Otomanguean,mks,North America,1,17.55,-98.12
6873,sile1253,Silesian,Indo-European,szl,Eurasia,0,50.97,16.95
6874,sile1255,Sirva,Nuclear Trans New Guinea,sbq,Papunesia,0,-4.98,145.22
6875,sili1247,Siliput,Nuclear Torricelli,mkc,Papunesia,0,-3.61,142.4
6876,sili1249,Silimo,Nuclear Trans New Guinea,wul,Papunesia,1,-4.53,139
6877,sill1240,Silla,Unclassifiable,,Eurasia,0,,
6878,silo1240,Silopi,Nuclear Trans New Guinea,xsp,Papunesia,0,-5.12,145.59
6879,silt1240,Silt'e,Afro-Asiatic,stv,Africa,0,7.77,38.14
6880,silt1241,Silt'e (Retired),Bookkeeping,xst,,0,,
6881,sima1258,Simaa,Atlantic-Congo,sie,Africa,7,-15.74,22.65
6882,simb1254,Simba,Atlantic-Congo,sbw,Africa,0,-1.28,11.18
6883,simb1255,Simbari,Angan,smb,Papunesia,0,-7.02,145.6
6884,simb1256,Simbo,Austronesian,sbb,Papunesia,0,-8.27,156.54
6885,simb1259,Simbali,Baining,smg,Papunesia,0,-4.89,151.96
6886,sime1241,Simeulue,Austronesian,smr,Papunesia,0,2.5,96.28
6887,sime1242,Simeku,South Bougainville,smz,Papunesia,2,-6.23,155.42
6888,simt1238,Simte,Sino-Tibetan,smt,Eurasia,0,24.54,93.33
6889,sina1266,Sinaugoro,Austronesian,snc,Papunesia,17,-9.8,147.86
6890,sina1269,Galu,Nuclear Torricelli,siu,Papunesia,0,-3.42,142.37
6891,sina1271,Sinasina,Nuclear Trans New Guinea,sst,Papunesia,7,-6.09,145.03
6892,sina1273,Sinasina Sign Language,Sign Language,,Papunesia,0,-5.95,145.03
6893,sind1270,Sindhi Bhil,Indo-European,sbn,Eurasia,4,24.54,69
6894,sind1272,Sindhi,Indo-European,snd,Eurasia,9,26,69
6895,sind1277,Sindihui Mixtec,Otomanguean,xts,North America,0,17.02,-97.3
6896,sind1280,Sindang Kelingi,Bookkeeping,sdi,,0,,
6897,sind1281,Sindarin,Artificial Language,sjn,Eurasia,0,,
6898,sing1237,Singapore Sign Language,Bookkeeping,sls,Eurasia,0,1.33,103.86
6899,sing1264,Northern Jinghpaw,Sino-Tibetan,sgp,Eurasia,6,27.3,95.61
6900,sing1266,Singa,Atlantic-Congo,sgm,Africa,0,-0.25,33.9
6901,sinh1246,Sinhala,Indo-European,sin,Eurasia,1,8,81
6902,sini1242,Sininkere,Mande,skq,Africa,0,13.72,-0.79
6903,sini1243,Sinicahua Mixtec,Otomanguean,xti,North America,0,17.22,-97.59
6904,sins1241,Kou,Nuclear Trans New Guinea,snz,Papunesia,2,-5.64,145.6
6905,sint1235,Sinte-Manus Romani,Indo-European,rmo,Eurasia,15,48.7,9.4
6906,siny1243,Sinyar,Central Sudanic,sys,Africa,0,12.19,22.53
6907,sion1247,Siona-Tetete,Tucanoan,snn,South America,0,0.32,-76.02
6908,sioo1240,Sio,Austronesian,xsi,Papunesia,0,-5.96,147.35
6909,sipa1247,Sipacapense,Mayan,qum,North America,0,15.23,-91.7
6910,sira1263,Sirajic,Indo-European,,Eurasia,2,33.14,75.55
6911,sira1266,Sira,Atlantic-Congo,swj,Africa,0,-1.78,10.46
6912,sira1267,Sirayaic,Austronesian,fos,Papunesia,5,22.98,120.31
6913,sire1246,Old Sirenik,Eskimo-Aleut,ysr,Eurasia,0,64.52,-173.93
6914,siri1273,Sirionó,Tupian,srq,South America,0,-15.53,-63.97
6915,siri1274,Siriano,Tucanoan,sri,South America,0,0.44,-70.18
6916,siri1278,Siri,Afro-Asiatic,sir,Africa,0,10.76,9.67
6917,sirm1239,Sirmauri,Indo-European,srx,Eurasia,2,31.1,77.17
6918,siro1249,Siroi,Nuclear Trans New Guinea,ssd,Papunesia,0,-5.53,145.99
6919,sisi1250,Sisiqa,Austronesian,,Papunesia,0,-7,156.83
6920,siss1242,Sissala of Burkina Faso,Atlantic-Congo,sld,Africa,0,11.09,-2.38
6921,siss1243,Sissano,Austronesian,sso,Papunesia,0,-3.02,142.05
6922,siti1241,Siti,Atlantic-Congo,,Africa,0,9.17,-2.75
6923,situ1238,Situ,Sino-Tibetan,tzi,Eurasia,4,31.59,102.66
6924,sius1254,Siuslaw,,sis,North America,0,42.51,-124.38
6925,siva1239,Sivandi,Indo-European,siy,Eurasia,0,30.08,52.92
6926,sivi1235,Sivia Sign Language,Sign Language,lsv,South America,0,-12.51,-73.86
6927,siwa1245,Siwai,South Bougainville,siw,Papunesia,1,-6.64,155.45
6928,siwi1239,Siwi,Afro-Asiatic,siz,Africa,0,29.2,25.52
6929,siwu1238,Siwu,Atlantic-Congo,akp,Africa,2,7.24,0.44
6930,siyi1240,Sizang Chin,Sino-Tibetan,csy,Eurasia,0,23.82,93.69
6931,skep1238,Skepi Creole Dutch,Indo-European,skw,South America,0,6.05,-58.56
6932,skol1241,Skolt Saami,Uralic,sms,Eurasia,2,68.83,29.72
6933,slav1254,Slavomolisano,Indo-European,svm,Eurasia,0,41.89,14.7
6934,slov1263,Slovakian Sign Language,Sign Language,svk,Eurasia,0,48.05,18.12
6935,slov1268,Slovenian,Indo-European,slv,Eurasia,7,46.25,14.78
6936,slov1269,Slovak,Indo-European,slk,Eurasia,0,48.55,18.78
6937,smal1236,Gha-mu,Hmong-Mien,sfm,Eurasia,0,26.55,105.1
6938,smar1235,Smärky Kanum,Yam,kxq,Papunesia,6,-8.92,140.9
6939,sobe1238,Sobei,Austronesian,sob,Papunesia,0,-1.87,138.75
6940,soca1235,So (Cameroon),Atlantic-Congo,sox,Africa,2,3.68,12.53
6941,soch1239,Sochiapam Chinantec,Otomanguean,cso,North America,0,17.8,-96.61
6942,sode1235,So (Democratic Republic of Congo),Atlantic-Congo,soc,Africa,0,1.25,23.69
6943,soga1242,Soga,Atlantic-Congo,xog,Africa,3,0.4,33.39
6944,sogd1245,Sogdian,Indo-European,sog,Eurasia,0,39.7,66.98
6945,soii1239,Soic,Indo-European,soj,Eurasia,13,31.85,54.6
6946,soko1263,Sokoro,Afro-Asiatic,sok,Africa,2,11.46,17.64
6947,soli1239,Soli,Atlantic-Congo,sby,Africa,0,-15.52,28.79
6948,solo1257,Solos,Austronesian,sol,Papunesia,0,-5.41,154.62
6949,solo1258,Solong,Austronesian,aaw,Papunesia,1,-5.86,148.82
6950,solo1261,Solombala English,Pidgin,,Eurasia,0,,
6951,solo1262,Solomon Islands Sign Language,Sign Language,szs,Papunesia,0,-9.45,159.97
6952,solt1234,Soltec,Otomanguean,,North America,0,16.54,-96.96
6953,soma1255,Somali,Afro-Asiatic,som,Africa,5,4.78,45.15
6954,somm1240,Som,Nuclear Trans New Guinea,smc,Papunesia,0,-6.07,146.65
6955,somr1240,Somray of Battambang-Somre of Siem Reap,Austroasiatic,smu,Eurasia,0,12.24,103.14
6956,somr1248,Somrai,Afro-Asiatic,sor,Africa,0,9.66,16.68
6957,somy1238,Somyev,Atlantic-Congo,kgt,Africa,0,6.91,11.48
6958,sona1244,Sonaga,Sino-Tibetan,ysg,Eurasia,0,26.55,103.33
6959,sond1250,Sonde,Atlantic-Congo,shc,Africa,0,-6.32,18.36
6960,song1299,Nsong-Mpiin,Atlantic-Congo,soo,Africa,2,-4.55,18.5
6961,song1300,Songoora,Atlantic-Congo,sod,Africa,3,-2.22,26.35
6962,song1303,Songe,Atlantic-Congo,sop,Africa,3,-5.72,25.28
6963,song1304,Songa,Bookkeeping,sgo,Africa,0,-4.01,26.02
6964,song1305,Ohendo,Atlantic-Congo,soe,Africa,0,-3.81,21.42
6965,song1313,Songlai Chin,Bookkeeping,csj,Eurasia,0,,
6966,song1316,Songlin,Sino-Tibetan,,Eurasia,0,28.76,96.74
6967,sonh1238,Sonha,Indo-European,soi,Eurasia,0,28.78,81.22
6968,soni1259,Soninke,Mande,snk,Africa,4,13.13,-11.72
6969,,,,,,,,
6970,soni1260,Sonia,Bosavi,siq,Papunesia,0,-6.43,142.59
6971,sons1242,Sonsorol,Austronesian,sov,Papunesia,2,5.33,132.22
6972,sooo1254,Sô,Austroasiatic,sss,Eurasia,4,16.91,105
6973,sooo1256,Soo,Kuliak,teu,Africa,0,2.58,34.76
6974,sopp1247,Sop,Nuclear Trans New Guinea,urw,Papunesia,0,-5.5,145.36
6975,soqo1240,Soqotri,Afro-Asiatic,sqt,Africa,7,12.49,53.92
6976,sora1254,Sora,Austroasiatic,srb,Eurasia,0,19.12,84.19
6977,sorb1250,Sorbung,Sino-Tibetan,,Eurasia,0,24.75,94.32
6978,sori1242,Sori-Harengan,Austronesian,sbh,Papunesia,2,-1.98,146.64
6979,sork1239,Sorkhei-Aftari,Indo-European,sqo,Eurasia,2,35.46,53.22
6980,sors1239,Sorsogon Ayta,Unattested,ays,Papunesia,0,13.04,124.17
6981,sors1241,Sorsorian,Unattested,,Papunesia,0,-16.44,167.78
6982,sosk1235,Sos Kundi,Ndu,sdk,Papunesia,0,-3.99,143.4
6983,sota1242,Sota Kanum,Yam,krz,Papunesia,0,-8.4,140.97
6984,soul1243,Souletin Basque,Bookkeeping,bsz,,0,,
6985,sout1404,South African Sign Language,Sign Language,sfs,Africa,0,-25.97,28.12
6986,sout1439,South-Eastern-Tasmanian-Hinterland,South-Eastern Tasmanian,xpf,Australia,0,-42.99,146.89
6987,sout1528,Serbian-Croatian-Bosnian,Indo-European,hbs,Eurasia,22,44.15,18.81
6988,sout1549,Southeastern Kolami,Dravidian,nit,Eurasia,4,19.69,78.59
6989,sout1555,Southern Guiyang Hmong,Hmong-Mien,hmy,Eurasia,0,26.39,106.48
6990,sout1556,Southern Mashan Hmong,Hmong-Mien,hma,Eurasia,0,25.34,106.31
6991,sout2466,South-Arabian-Unknown-k,Unclassifiable,,Eurasia,0,,
6992,sout2640,Southern Kurdish,Indo-European,sdh,Eurasia,13,32.9,46.6
6993,sout2642,Southern Balochi,Indo-European,bcc,Eurasia,9,26,64
6994,sout2645,Fars Dialects,Indo-European,fay,Eurasia,10,29.75,52.27
6995,sout2647,Southern Luri,Indo-European,luz,Eurasia,5,30.47,50.84
6996,sout2649,Southern Pashto,Indo-European,pbt,Eurasia,4,31.5,65.7
6997,sout2668,Southern Hindko,Indo-European,hnd,Eurasia,7,33.21,72.17
6998,sout2671,Southwest Pashayi,Indo-European,psh,Eurasia,3,34.85,69.87
6999,sout2672,Southeast Pashayi,Indo-European,psi,Eurasia,5,34.67,70.59
7000,sout2674,South Saami,Uralic,sma,Eurasia,0,62.88,13.7
7001,sout2679,South Estonian,Uralic,vro,Eurasia,13,57.85,27
7002,sout2689,Southern Nicobarese,Austroasiatic,nik,Eurasia,6,6.83,93.8
7003,sout2692,Southern Mnong,Austroasiatic,mnn,Eurasia,2,12.06,107.65
7004,sout2694,Southern Altai,Turkic,alt,Eurasia,5,50.13,86.87
7005,sout2697,South Azerbaijani,Turkic,azb,Eurasia,18,36.51,48.43
7006,sout2699,Southern Uzbek,Turkic,uzs,Eurasia,0,36.61,60.69
7007,sout2715,Southern Ghale,Sino-Tibetan,ghe,Eurasia,3,28.11,84.85
7008,sout2718,Southwestern Tamang,Bookkeeping,tsf,Eurasia,0,27.57,84.9
7009,sout2719,Awu,Sino-Tibetan,,Eurasia,0,22.91,103.1
7010,sout2722,Southern Muji,Sino-Tibetan,ymc,Eurasia,0,22.87,103.31
7011,sout2723,Southern Nisu,Sino-Tibetan,nsd,Eurasia,0,23.06,101.41
7012,sout2728,Southern Qiang,Sino-Tibetan,qxs,Eurasia,8,31.54,103.38
7013,sout2729,Southern Pumi,Sino-Tibetan,pmj,Eurasia,7,27.84,100.62
7014,sout2730,Southern Bai,Sino-Tibetan,bfs,Eurasia,4,25.52,100.29
7015,sout2732,Southern Rengma Naga,Sino-Tibetan,nre,Eurasia,2,26.12,94.69
7016,sout2734,Southern Yamphu,Sino-Tibetan,lrr,Eurasia,3,26.93,87.4
7017,sout2739,Southern Tujia,Sino-Tibetan,tjs,Eurasia,0,28.24,110.02
7018,sout2741,Southern Dong,Tai-Kadai,kmc,Eurasia,0,25.89,109.22
7019,sout2746,Southern Thai,Tai-Kadai,sou,Eurasia,2,6.86,99.7
7020,sout2750,Southern Yukaghir,Yukaghir,yux,Eurasia,0,64.22,154.38
7021,sout2754,Southern Qiandong Miao,Hmong-Mien,hms,Eurasia,0,25.66,108.53
7022,sout2755,Southwestern Huishui Hmong,Hmong-Mien,hmh,Eurasia,0,26.04,106.56
7023,sout2756,Southwestern Guiyang Hmong,Hmong-Mien,hmg,Eurasia,0,26.18,106
7024,sout2770,Southern Inland Yuin,Pama-Nyungan,,Australia,2,-36.3,148.72
7025,sout2771,Southern Coastal Yuin,Pama-Nyungan,xtv,Australia,0,-37.06,149.72
7026,sout2774,Southeast Ijo,Ijoid,ijs,Africa,2,4.44,6.32
7027,sout2778,Southern Kisi,Atlantic-Congo,kss,Africa,3,8.32,-10.34
7028,sout2782,South Fali,Atlantic-Congo,fal,Africa,3,9.51,13.62
7029,sout2784,Southern Ngbandi,Atlantic-Congo,nbw,Africa,0,2.54,19.59
7030,sout2785,Southwest Gbaya,Atlantic-Congo,gso,Africa,0,4.7,14.96
7031,sout2787,South Central Banda,Atlantic-Congo,lnl,Africa,2,2.94,21.05
7032,sout2789,Central Dagaare,Atlantic-Congo,dga,Africa,0,10.42,-2.52
7033,sout2790,Southern Birifor,Atlantic-Congo,biv,Africa,0,9.29,-2.73
7034,sout2795,Southern Nuni,Atlantic-Congo,nnw,Africa,6,11.52,-2.14
7035,sout2797,Southern Toussian,Atlantic-Congo,wib,Africa,0,10.88,-4.66
7036,sout2807,Southern Sotho,Atlantic-Congo,sot,Africa,2,-28.78,27.89
7037,sout2808,Sumayela Ndebele,Atlantic-Congo,,Africa,0,-25.63,29.05
7038,sout2826,Southern Grebo,Kru,grj,Africa,4,4.48,-7.57
7039,sout2828,Southern Ma'di,Central Sudanic,snm,Africa,3,2.87,31.25
7040,sout2832,Southwestern Dinka,Nilotic,dik,Africa,11,8.81,28.06
7041,sout2833,South Central Dinka,Nilotic,dib,Africa,4,6.73,30.3
7042,sout2834,Southeastern Dinka,Nilotic,dks,Africa,5,7.02,31.29
7043,sout2840,Southern Bobo Madaré,Mande,bwq,Africa,6,11.54,-4.26
7044,sout2844,Southern Samo,Mande,sbd,Africa,1,12.71,-2.91
7045,sout2856,Nafsan,Austronesian,erk,Papunesia,0,-17.7,168.38
7046,sout2857,Nahavaq,Austronesian,sns,Papunesia,0,-16.51,167.48
7047,sout2859,Southeast Ambrym,Austronesian,tvk,Papunesia,6,-16.3,168.21
7048,sout2866,South Marquesan,Austronesian,mqm,Papunesia,3,-9.76,-138.98
7049,sout2869,Southwest Tanna,Austronesian,nwi,Papunesia,2,-19.58,169.36
7050,sout2877,South Watut,Austronesian,mcy,Papunesia,2,-7.04,146.41
7051,sout2883,Southeast Babar,Austronesian,vbb,Papunesia,0,-7.94,129.8
7052,sout2892,South Wemale,Bookkeeping,tlw,Papunesia,0,-3.29,128.55
7053,sout2895,South Nuaulu,Austronesian,nxl,Papunesia,0,-3.23,129.15
7054,sout2896,Eastern Atadei,Austronesian,lmf,Papunesia,0,-8.5,123.53
7055,sout2905,Southern Alta,Austronesian,agy,Papunesia,0,15.18,121.05
7056,sout2908,Bangad,Austronesian,ksc,Papunesia,4,17.29,121.07
7057,sout2912,Coastal-Virac Bikol,Austronesian,bln,Papunesia,0,13.7,124.29
7058,sout2916,Southwest Palawano,Austronesian,plv,Papunesia,0,8.68,117.36
7059,sout2918,Southern Sama,Austronesian,ssb,Papunesia,17,4.76,119.48
7060,sout2920,Southern Betsimisaraka Malagasy,Austronesian,bzc,Africa,0,-22.8,47.82
7061,sout2932,Southern One,Nuclear Torricelli,osu,Papunesia,0,-3.42,141.85
7062,sout2940,South Muyu,Nuclear Trans New Guinea,kts,Papunesia,1,-6.01,140.81
7063,sout2941,South Awyu,Nuclear Trans New Guinea,aws,Papunesia,0,-7.36,139.54
7064,sout2943,South Tairora,Nuclear Trans New Guinea,omw,Papunesia,6,-6.35,145.88
7065,sout2949,Southern Kiwai,Kiwaian,kjd,Papunesia,6,-8.65,143.24
7066,sout2954,Southern Amami-Oshima,Japonic,ams,Eurasia,0,28.2,129.29
7067,sout2956,Southern Haida,Haida,hax,North America,0,53.26,-132.01
7068,sout2957,Southern Tutchone,Athabaskan-Eyak-Tlingit,tce,North America,0,60.78,-136.57
7069,sout2958,Southern Carrier,Athabaskan-Eyak-Tlingit,caf,North America,11,53.18,-124.45
7070,,,,,,,,
7071,sout2959,South Slavey,Athabaskan-Eyak-Tlingit,xsl,North America,0,59.88,-117.05
7072,sout2961,Southern Tiwa,Kiowa-Tanoan,tix,North America,2,34.79,-106.66
7073,sout2965,Southern Puget Sound Salish,Salishan,slh,North America,6,47.26,-122.14
7074,sout2971,Southwestern Tarahumara,Uto-Aztecan,twr,North America,0,27.03,-107.58
7075,sout2972,Southeastern Tarahumara,Uto-Aztecan,tcu,North America,2,26.73,-106.71
7076,sout2973,Southeastern Puebla Nahuatl,Uto-Aztecan,npl,North America,0,18.4,-97.13
7077,sout2976,Southeastern Tepehuan,Uto-Aztecan,stp,North America,0,23.16,-103.98
7078,sout2977,Southwestern Tepehuan,Uto-Aztecan,tla,North America,0,23.26,-104.69
7079,sout2978,Southern East Cree,Algic,crj,North America,0,51.41,-78.7
7080,sout2982,Southeastern Pomo,Pomoan,pom,North America,0,38.94,-122.6
7081,sout2984,Southern Pomo,Pomoan,peq,North America,0,38.76,-122.55
7082,sout2985,Southern Sierra Miwok,Miwok-Costanoan,skd,North America,0,38.24,-120.51
7083,sout2989,Enxet Sur,Lengua-Mascoy,enx,South America,0,-23.43,-57.95
7084,sout2990,Southern Pastaza Quechua,Quechuan,qup,South America,0,-3.33,-76.53
7085,sout2991,South Bolivian Quechua,Quechuan,quh,South America,6,-20.92,-66.33
7086,sout2992,Southern Conchucos Ancash Quechua,Quechuan,qxo,South America,0,-9.31,-76.99
7087,sout2994,Southern Nambikuára,Nambiquaran,nab,South America,12,-14.37,-59.52
7088,sout2996,Southern Aymara,Aymaran,ayc,South America,0,-17.14,-70.34
7089,sout2999,Southern Pame,Otomanguean,pmz,North America,0,20.97,-99.33
7090,sout3000,Southwestern Tlaxiaco Mixtec,Otomanguean,meh,North America,2,16.99,-97.8
7091,sout3001,Southern Puebla Mixtec,Otomanguean,mit,North America,0,18.21,-97.96
7092,sout3002,Southeastern Nochixtlán Mixtec,Otomanguean,mxy,North America,0,17.21,-97.01
7093,sout3005,Southeastern Ixtlán Zapotec,Otomanguean,zpd,North America,0,17.26,-96.62
7094,sout3010,Southern Roglai,Austronesian,rgs,Eurasia,1,11.3,108.32
7095,sout3051,South Giziga,Afro-Asiatic,giz,Africa,3,10.28,14.19
7096,sout3125,Southern Betsimisaraka Malagasy (Retired),Bookkeeping,bjq,Africa,0,-20.87,48.11
7097,sout3126,South Lucanian,Indo-European,,Eurasia,0,40.15,16.54
7098,sout3127,South Ucayali Ashéninka,Arawakan,cpy,South America,0,-10.38,-74.06
7099,sout3128,Southwestern Nisu,Bookkeeping,nsv,Eurasia,0,23.06,101.41
7100,sout3129,Southern Lolopo,Sino-Tibetan,ysp,Eurasia,0,23.85,100.89
7101,sout3210,Southern Lalo,Sino-Tibetan,svl,Eurasia,0,23.5,99.33
7102,sout3221,Southern Zhuang,Bookkeeping,ccy,,0,,
7103,sout3222,Southwest Gbaya (Retired),Bookkeeping,mdo,,0,,
7104,sout3223,Sierra Negra Nahuatl-Southeastern Puebla Nahuatl,Bookkeeping,nhs,,0,,
7105,sout3224,Southern Pesisir,Bookkeeping,pec,,0,,
7106,sout3225,Southern Marakwet,Bookkeeping,tle,,0,,
7107,sout3226,Southern Khanty,Uralic,,Eurasia,1,59.5,69.09
7108,sout3227,South Australian Pidgin English,Pidgin,,Australia,0,,
7109,sout3236,Southern Gumuz,Gumuz,,Africa,0,9.98,35.51
7110,sout3241,Southern Tidung,Austronesian,itd,Papunesia,6,4,117.75
7111,sout3250,Southern Pinghua,Sino-Tibetan,csp,Eurasia,3,23.01,108.09
7112,sout3251,Southern Katang,Austroasiatic,sct,Eurasia,0,16.11,106.47
7113,sout3253,Southern Mansi,Uralic,,Eurasia,0,58.44,65.57
7114,sout3257,Southeast Maoxian Qiang,Sino-Tibetan,,Eurasia,2,31.85,103.83
7115,sout3261,Southwestern Dargwa,Nakh-Daghestanian,,Eurasia,9,41.98,47.57
7116,sout3274,South Itelmen,Chukotko-Kamchatkan,,Eurasia,0,53.05,157.43
7117,sout3305,South Rupununi Sign,Sign Language,,South America,0,3.86,-59.05
7118,sout3319,Southern Akhvakh,Nakh-Daghestanian,,Eurasia,3,42.42,46.45
7119,sout3391,Southwestern Tasmanian,Western Tasmanian,xpx,Australia,0,-43.41,146.06
7120,sout3410,South Sudanese Sign Language,Sign Language,,Africa,0,4.86,31.57
7121,souu1238,Sou,Austroasiatic,sqq,Eurasia,0,14.69,106.54
7122,sowa1244,Sowa,Austronesian,sww,Papunesia,0,-15.83,168.19
7123,sowa1245,Sowanda,Border,sow,Papunesia,0,-3.28,140.92
7124,soya1236,Soyaltepec Mixtec,Otomanguean,vmq,North America,0,17.59,-97.19
7125,soya1237,Soyaltepec Mazatec,Otomanguean,vmp,North America,0,18.29,-96.49
7126,span1263,Spanish Sign Language,Sign Language,ssp,Eurasia,0,40.03,-3.71
7127,spit1240,Spiti Bhoti,Sino-Tibetan,spt,Eurasia,0,32.53,77.83
7128,spok1245,Spokane,Salishan,spo,North America,0,47.91,-118.06
7129,squa1248,Squamish,Salishan,squ,North America,0,49.32,-123.01
7130,sran1240,Sranan Tongo,Indo-European,srn,South America,0,5.83,-55.33
7131,sril1237,Sri Lankan Sign Language,Sign Language,sqs,Eurasia,0,7.11,79.86
7132,sril1245,Sri Lanka Malay,Austronesian,sci,Eurasia,0,6.92,79.86
7133,stan1288,Spanish,Indo-European,spa,Eurasia,38,40.44,-1.12
7134,stan1289,Catalan,Indo-European,cat,Eurasia,23,41.45,1.57
7135,stan1290,French,Indo-European,fra,Eurasia,22,48,2
7136,stan1293,English,Indo-European,eng,Eurasia,114,53,-1
7137,stan1295,German,Indo-European,deu,Eurasia,3,48.65,12.47
7138,stan1306,Standard Malay,Austronesian,zsm,Eurasia,0,3.09,101.7
7139,stan1318,Standard Arabic,Afro-Asiatic,arb,Eurasia,2,27.96,43.85
7140,stod1241,Stod Bhoti,Sino-Tibetan,sbu,Eurasia,3,32.5,77.12
7141,ston1242,Stoney,Siouan,sto,North America,2,51.19,-114.98
7142,stra1244,Northern Straits Salish,Salishan,str,North America,8,48.52,-123.76
7143,suab1238,Suabo,Inanwatan,szp,Papunesia,0,-2.08,132.16
7144,suan1234,Suansu,Sino-Tibetan,,Eurasia,0,25.43,94.58
7145,suar1238,Asabano,,seo,Papunesia,0,-4.95,141.98
7146,suau1242,Suau,Austronesian,swp,Papunesia,7,-10.66,150.21
7147,suba1238,Suba,Atlantic-Congo,sxb,Africa,0,-0.96,34.1
7148,suba1252,Suba-Simbiti,Atlantic-Congo,ssc,Africa,8,-1.1,34.27
7149,suba1254,Suba (Retired),Bookkeeping,suh,,0,,
7150,subi1246,Subiya,Atlantic-Congo,sbs,Africa,0,-17.57,24.89
7151,subt1250,Subtiaba,Otomanguean,sut,North America,0,12.47,-86.92
7152,suda1236,Sudanese Arabic,Afro-Asiatic,apd,Africa,5,17.8,33.32
7153,suda1237,South Sudanese Creole Arabic,Afro-Asiatic,pga,Africa,0,5.65,28.77
7154,sude1239,Sudest,Austronesian,tgo,Papunesia,5,-11.52,153.49
7155,suen1241,Suena,Nuclear Trans New Guinea,sue,Papunesia,0,-7.76,147.53
7156,suga1248,Nizaa,Atlantic-Congo,sgi,Africa,0,7.13,12.38
7157,suga1249,Suganga,Nuclear Trans New Guinea,sug,Papunesia,0,-4.51,141.2
7158,sugu1243,Sugut Dusun,Austronesian,kzs,Papunesia,2,6.14,117.18
7159,suii1243,Sui,Tai-Kadai,swi,Eurasia,3,24.05,106.56
7160,suki1245,Suki,Suki-Gogodala,sui,Papunesia,0,-8.05,141.84
7161,suku1259,Suku,Atlantic-Congo,sub,Africa,4,-5.76,17.77
7162,suku1261,Sukuma,Atlantic-Congo,suk,Africa,2,-3.16,32.88
7163,suku1264,Sukurum,Austronesian,zsu,Papunesia,0,-6.28,146.34
7164,suku1272,Sukur,Afro-Asiatic,syk,Africa,0,10.89,13.64
7165,sula1248,Sula,Austronesian,szn,Papunesia,5,-2.31,125.97
7166,sulk1246,Sulka,,sua,Papunesia,0,-5.03,151.89
7167,sulo1237,Sulod,Austronesian,srg,Papunesia,0,11.25,122.55
7168,sulu1241,Eastern Puroik,Sino-Tibetan,suv,Eurasia,5,27.32,92.38
7169,suma1264,Suma,Atlantic-Congo,sqm,Africa,0,7.1,17.01
7170,suma1269,Sumariup,Sepik,siv,Papunesia,0,-4.73,143.24
7171,,,,,,,,
7172,suma1270,Sumau,Nuclear Trans New Guinea,six,Papunesia,0,-5.49,145.47
7173,sumb1240,Sumbwa,Atlantic-Congo,suw,Africa,0,-3.47,31.95
7174,sumb1241,Sumbawa,Austronesian,smw,Papunesia,0,-8.72,117.47
7175,sume1241,Sumerian,,sux,Eurasia,0,31.3,45.67
7176,sumi1235,Sumi Naga,Sino-Tibetan,nsm,Eurasia,4,26,94.42
7177,sumt1234,Sumtu Chin,Sino-Tibetan,csv,Eurasia,0,20.12,93.84
7178,suna1241,Sunam,Sino-Tibetan,ssk,Eurasia,0,31.81,78.45
7179,sund1252,Sundanese,Austronesian,sun,Papunesia,22,-6.9,107.11
7180,sung1271,Sungkai (Indonesia),Bookkeeping,suu,,0,,
7181,sunw1242,Sunwar,Sino-Tibetan,suz,Eurasia,1,27.52,86.25
7182,suoy1242,Suoy,Austroasiatic,syo,Eurasia,0,11.94,104.14
7183,supy1237,Supyire Senoufo,Atlantic-Congo,spp,Africa,2,11.63,-5.88
7184,surb1238,Surbakhal,Maban,sbj,Africa,0,13.13,21.62
7185,surg1248,Surgut Khanty,Uralic,,Eurasia,6,61.25,73.35
7186,suri1267,Tirma-Chai,Surmic,suq,Africa,2,6.03,35.08
7187,suri1273,Surigaonon,Austronesian,sgd,Papunesia,3,9,126
7188,surj1235,Surjapuri,Indo-European,sjp,Eurasia,0,25.69,85.79
7189,surr1238,Sur,Atlantic-Congo,tdl,Africa,0,9.48,9.49
7190,surs1246,Sursurunga,Austronesian,sgz,Papunesia,0,-3.99,152.77
7191,suru1258,Vori,Atlantic-Congo,sde,Africa,0,10.23,8.27
7192,suru1261,Suruí Do Pará,Tupian,mdz,South America,0,-5.93,-48.59
7193,suru1262,Suruí,Tupian,sru,South America,0,-11.1,-61.28
7194,suru1263,Suruahá,Arawan,swx,South America,0,-6.83,-66.31
7195,susq1241,Susquehannock,Iroquoian,sqn,North America,0,41.17,-76.21
7196,susu1250,Susu,Mande,sus,Africa,0,10.4,-13.36
7197,susu1251,Susuami,Angan,ssu,Papunesia,0,-7.19,146.56
7198,suun1239,Suundi,Atlantic-Congo,sdj,Africa,0,-4.58,13.32
7199,suwa1241,Suwawa,Austronesian,swu,Papunesia,1,0.49,123.36
7200,suya1243,Suyá,Nuclear-Macro-Je,suy,South America,2,-11.52,-53.07
7201,svan1243,Svan,Kartvelian,sva,Eurasia,4,42.91,42.59
7202,swab1242,Swabian,Indo-European,swg,Eurasia,0,48.39,9.99
