,Name,Status,Link,Speakers,Glottocode,Country
275,Andegerebinha,Not in use,https://en.wal.unesco.org/languages/andegerebinha,0,ande1247,N/A
276,Andh,Definitely endangered,https://en.wal.unesco.org/languages/andh,99999,andh1242,N/A
277,Andi,Endangered/unsafe,https://en.wal.unesco.org/languages/andi,9999,andi1255,N/A
278,Andio,Definitely endangered,https://en.wal.unesco.org/languages/andio,9999,andi1257,N/A
279,Andoa,Not in use,https://en.wal.unesco.org/,N/A,N/A,N/A
280,Andoa,Not in use,https://en.wal.unesco.org/languages/andoa,0,ando1255,Ecuador
281,Andoque,Definitely endangered,https://en.wal.unesco.org/languages/andoque,999,ando1256,Colombia
282,Andoquero,Not in use,https://en.wal.unesco.org/languages/andoquero,0,ando1254,N/A
283,Andra-Hus,Endangered/unsafe,https://en.wal.unesco.org/languages/andra-hus,9999,andr1248,N/A
284,Andro,Not in use,https://en.wal.unesco.org/languages/andro,0,andr1246,Myanmar
285,Aneityum,Definitely endangered,https://en.wal.unesco.org/languages/aneityum,999,anei1239,N/A
286,Anem,Definitely endangered,https://en.wal.unesco.org/languages/anem,999,anem1249,N/A
287,Aneme Wake,Endangered/unsafe,https://en.wal.unesco.org/languages/aneme-wake,999,anem1248,N/A
288,Anfillo,Definitely endangered,https://en.wal.unesco.org/languages/anfillo,999,anfi1235,N/A
289,Angaataha,Endangered/unsafe,https://en.wal.unesco.org/languages/angaataha,9999,anga1290,N/A
290,Angaité,Severely endangered,https://en.wal.unesco.org/languages/angaite,9999,anga1316,Paraguay
291,Angal,Endangered/unsafe,https://en.wal.unesco.org/languages/angal,99999,anga1293,N/A
292,Angal Enen,Endangered/unsafe,https://en.wal.unesco.org/languages/angal-enen,99999,anga1294,N/A
293,Angal Heneng,Endangered/unsafe,https://en.wal.unesco.org/languages/angal-heneng,99999,anga1292,N/A
294,Angami Naga,Potentially vulnerable,https://en.wal.unesco.org/languages/angami-naga,999999,anga1288,India
295,Angami Naga Sign Language,Not in use,https://en.wal.unesco.org/languages/angami-naga-sign-language,0,anga1315,N/A
296,Angguruk Yali,Endangered/unsafe,https://en.wal.unesco.org/languages/angguruk-yali,99999,angg1239,N/A
297,Angika,Potentially vulnerable,https://en.wal.unesco.org/languages/angika,999999,angi1238,Nepal
298,Angkamuthi,Not in use,https://en.wal.unesco.org/languages/angkamuthi,0,angg1238,N/A
299,Angloromani,Endangered/unsafe,https://en.wal.unesco.org/languages/angloromani,99999,angl1239,N/A
300,Angolar,Definitely endangered,https://en.wal.unesco.org/languages/angolar,99999,ango1258,N/A
301,Angor,Definitely endangered,https://en.wal.unesco.org/languages/angor,9999,ango1254,N/A
302,Angoram,Definitely endangered,https://en.wal.unesco.org/languages/angoram,9999,ango1255,N/A
303,Angosturas Tunebo,Definitely endangered,https://en.wal.unesco.org/languages/angosturas-tunebo,99,ango1257,N/A
304,Anguthimri,Not in use,https://en.wal.unesco.org/languages/anguthimri,0,angu1242,N/A
305,Ani //Ani,Definitely endangered,https://en.wal.unesco.org/languages/ani-ani,999,anii1246,N/A
306,Ani Phowa,Endangered/unsafe,https://en.wal.unesco.org/languages/ani-phowa,9999,anip1235,N/A
307,Anii,Endangered/unsafe,https://en.wal.unesco.org/languages/anii,99999,anii1245,Benin
308,Animere,Severely endangered,https://en.wal.unesco.org/languages/animere,99,anim1239,N/A
309,Anindilyakwa,Definitely endangered,https://en.wal.unesco.org/languages/anindilyakwa,9999,anin1240,N/A
310,Anjam,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
311,Anjam,Definitely endangered,https://en.wal.unesco.org/languages/anjam,9999,anja1238,N/A
312,Ankave,Endangered/unsafe,https://en.wal.unesco.org/languages/ankave,9999,anka1246,N/A
313,Anmatyerre,Definitely endangered,https://en.wal.unesco.org/languages/anmatyerre,9999,anma1239,N/A
314,Annobonese,Endangered/unsafe,https://en.wal.unesco.org/languages/annobonese,9999,fada1250,N/A
315,Anor,Definitely endangered,https://en.wal.unesco.org/languages/anor,999,anor1241,N/A
316,Anserma,Not in use,https://en.wal.unesco.org/languages/anserma,0,anse1238,N/A
317,Ansus,Definitely endangered,https://en.wal.unesco.org/languages/ansus,9999,ansu1237,N/A
318,Anta-Komnzo-Wára-Wérè-Kémä,Definitely endangered,https://en.wal.unesco.org/languages/anta-komnzo-wara-were-kema,999,wara1294,N/A
319,Antakarinya,Not in use,https://en.wal.unesco.org/languages/antakarinya,0,anta1253,N/A
320,Antankarana Malagasy,Potentially vulnerable,https://en.wal.unesco.org/languages/antankarana-malagasy,999999,anta1255,N/A
321,Antigua and Barbuda Creole English,Potentially vulnerable,https://en.wal.unesco.org/languages/antigua-and-barbuda-creole-english,999999,anti1245,N/A
322,Antioquian,Not in use,https://en.wal.unesco.org/languages/antioquian,0,anti1242,N/A
323,Anu-Hkongso,Definitely endangered,https://en.wal.unesco.org/languages/anu-hkongso,9999,anuu1241,Myanmar
324,Anuak,Potentially vulnerable,https://en.wal.unesco.org/languages/anuak,999999,anua1242,South Sudan
325,Anufo,Potentially vulnerable,https://en.wal.unesco.org/languages/anufo,999999,anuf1239,Benin
326,Anuki,Definitely endangered,https://en.wal.unesco.org/languages/anuki,999,anuk1239,N/A
327,Anus,Definitely endangered,https://en.wal.unesco.org/languages/anus,999,anus1237,N/A
328,Anuta,Definitely endangered,https://en.wal.unesco.org/languages/anuta,999,anut1237,N/A
329,Anyin,Potentially vulnerable,https://en.wal.unesco.org/languages/anyin,9999999,anyi1245,N/A
330,Anyin Morofo,Potentially vulnerable,https://en.wal.unesco.org/languages/anyin-morofo,999999,anyi1244,N/A
331,Ao Naga,Endangered/unsafe,https://en.wal.unesco.org/languages/ao-naga,99999,aona1235,N/A
332,Aoheng-Seputan,Definitely endangered,https://en.wal.unesco.org/languages/aoheng-seputan,9999,aohe1237,N/A
333,Aore,Not in use,https://en.wal.unesco.org/languages/aore,0,aore1237,N/A
334,Aou A'ou,Critically endangered,https://en.wal.unesco.org/languages/aou-aou,99,aoua1234,N/A
335,Ap Ma,Definitely endangered,https://en.wal.unesco.org/languages/ap-ma,9999,apma1241,N/A
336,Apalachee,Not in use,https://en.wal.unesco.org/languages/apalachee,0,apal1237,N/A
337,Apalaí,Definitely endangered,https://en.wal.unesco.org/languages/apalai,999,apal1257,N/A
338,Apali,Endangered/unsafe,https://en.wal.unesco.org/languages/apali,999,apal1256,N/A
339,Apalik,Endangered/unsafe,https://en.wal.unesco.org/languages/apalik,N/A,apal1255,N/A
340,Apasco-Apoala Mixtec,Definitely endangered,https://en.wal.unesco.org/languages/apasco-apoala-mixtec,9999,apas1235,N/A
341,Apatani,Endangered/unsafe,https://en.wal.unesco.org/,N/A,N/A,N/A
342,Apatani,Endangered/unsafe,https://en.wal.unesco.org/languages/apatani,99999,apat1240,India
343,Apiaká,Not in use,https://en.wal.unesco.org/languages/apiaka,0,apia1248,N/A
344,Apiaka-Tocantins,Not in use,https://en.wal.unesco.org/languages/apiaka-tocantins,0,apia1247,N/A
345,Apinayé,Definitely endangered,https://en.wal.unesco.org/languages/apinaye,9999,apin1244,N/A
346,Apma,Endangered/unsafe,https://en.wal.unesco.org/languages/apma,9999,apma1240,N/A
347,Apolista,Not in use,https://en.wal.unesco.org/languages/apolista,0,apol1242,N/A
348,Apoto,Not in use,https://en.wal.unesco.org/languages/apoto,0,apot1235,N/A
349,Aproumu Aizi,Severely endangered,https://en.wal.unesco.org/languages/aproumu-aizi,9999,apro1235,N/A
350,Apucikwar,Not in use,https://en.wal.unesco.org/languages/apucikwar,0,apuc1241,N/A
351,Apulia-Calabrian Greek,Severely endangered,https://en.wal.unesco.org/languages/apulia-calabrian-greek,99,apul1236,N/A
352,Apurinã,Definitely endangered,https://en.wal.unesco.org/languages/apurina,9999,apur1254,N/A
353,Aputai,Definitely endangered,https://en.wal.unesco.org/languages/aputai,999,aput1237,N/A
354,Arabana,Not in use,https://en.wal.unesco.org/languages/arabana,0,arab1267,N/A
355,Arabela,Critically endangered,https://en.wal.unesco.org/languages/arabela,99,arab1268,Peru
356,Arabic,Safe,https://en.wal.unesco.org/languages/arabic,999999999,N/A,Australia
357,Aracaju,Not in use,https://en.wal.unesco.org/languages/aracaju,0,arac1235,N/A
358,Arafundi-Enga Pidgin,Endangered/unsafe,https://en.wal.unesco.org/languages/arafundi-enga-pidgin,N/A,araf1245,N/A
359,Aragonese,Definitely endangered,https://en.wal.unesco.org/languages/aragonese,99999,arag1245,N/A
360,Araicu,Not in use,https://en.wal.unesco.org/languages/araicu,0,arai1239,N/A
361,Araki,Critically endangered,https://en.wal.unesco.org/languages/araki,9,arak1252,N/A
362,Aralle-Tabulahan,Endangered/unsafe,https://en.wal.unesco.org/languages/aralle-tabulahan,99999,aral1243,N/A
363,Arame-Gubaare,Endangered/unsafe,https://en.wal.unesco.org/languages/arame-gubaare,N/A,aram1260,N/A
364,Arammba,Endangered/unsafe,https://en.wal.unesco.org/languages/arammba,999,aram1253,N/A
365,Aranadan,Definitely endangered,https://en.wal.unesco.org/languages/aranadan,999,aran1261,India
366,Aranama,Not in use,https://en.wal.unesco.org/languages/aranama,0,aran1265,N/A
367,Aranese,Endangered/unsafe,https://en.wal.unesco.org/languages/aranese,9999,N/A,N/A
368,Araona,Definitely endangered,https://en.wal.unesco.org/languages/araona,99,arao1248,N/A
369,Arapaho,Severely endangered,https://en.wal.unesco.org/languages/arapaho,999,arap1274,N/A
370,Arapaso,Not in use,https://en.wal.unesco.org/languages/arapaso,0,arap1275,N/A
371,Araweté,Definitely endangered,https://en.wal.unesco.org/languages/arawete,999,araw1273,N/A
372,Arawum,Severely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
373,Arawum,Severely endangered,https://en.wal.unesco.org/languages/arawum,99,araw1272,N/A
374,Arazaire,Not in use,https://en.wal.unesco.org/languages/arazaire,0,araz1236,N/A
375,Arbëreshë Albanian,Endangered/unsafe,https://en.wal.unesco.org/languages/arbereshe-albanian,99999,arbe1236,N/A
376,Arbore,Definitely endangered,https://en.wal.unesco.org/languages/arbore,9999,arbo1245,N/A
377,Archaic Finnish Swedish,Not in use,https://en.wal.unesco.org/languages/archaic-finnish-swedish,0,east2303,N/A
378,Archaic Gutnish,Definitely endangered,https://en.wal.unesco.org/languages/archaic-gutnish,N/A,gutn1238,N/A
379,Archaic Norrlandic,Not in use,https://en.wal.unesco.org/languages/archaic-norrlandic,0,arch1246,N/A
380,Archi,Definitely endangered,https://en.wal.unesco.org/languages/archi,999,arch1244,N/A
381,Are,Endangered/unsafe,https://en.wal.unesco.org/languages/are,9999,aree1239,India
382,Areba,Not in use,https://en.wal.unesco.org/languages/areba,0,areb1238,N/A
383,Arem,Critically endangered,https://en.wal.unesco.org/languages/arem,999,arem1240,N/A
384,Arequipa-La Unión Quechua,Endangered/unsafe,https://en.wal.unesco.org/languages/arequipa-la-union-quechua,99999,areq1237,N/A
385,Argentine Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/argentine-sign-language,99999,arge1236,N/A
386,Argobba,Endangered/unsafe,https://en.wal.unesco.org/languages/argobba,99999,argo1244,N/A
387,Arguni,Definitely endangered,https://en.wal.unesco.org/languages/arguni,999,argu1237,N/A
388,Arhâ,Severely endangered,https://en.wal.unesco.org/languages/arha,999,arha1237,N/A
389,Arhö,Severely endangered,https://en.wal.unesco.org/languages/arho,9,arho1237,N/A
390,Arhuaco,Endangered/unsafe,https://en.wal.unesco.org/languages/arhuaco,9999,arhu1242,Colombia
391,Ari,Severely endangered,https://en.wal.unesco.org/languages/ari,99,arii1243,N/A
392,Aribwatsa,Not in use,https://en.wal.unesco.org/languages/aribwatsa,0,arib1241,N/A
393,Aribwaung,Definitely endangered,https://en.wal.unesco.org/languages/aribwaung,999,arib1240,N/A
394,Arifama-Miniafia,Definitely endangered,https://en.wal.unesco.org/languages/arifama-miniafia,9999,arif1239,N/A
395,Arigidi,Endangered/unsafe,https://en.wal.unesco.org/languages/arigidi,99999,arig1246,N/A
396,Arikapú,Not in use,https://en.wal.unesco.org/languages/arikapu,0,arik1265,N/A
397,Arikara,Critically endangered,https://en.wal.unesco.org/languages/arikara,9,arik1262,N/A
398,Arikem,Not in use,https://en.wal.unesco.org/languages/arikem,0,arik1264,N/A
399,Arin,Not in use,https://en.wal.unesco.org/languages/arin,0,arin1243,N/A
400,Aringa,Potentially vulnerable,https://en.wal.unesco.org/languages/aringa,999999,arin1244,N/A
401,Aritinngitigh,Not in use,https://en.wal.unesco.org/languages/aritinngitigh,0,arit1239,N/A
402,Arizona Tewa,Not in use,https://en.wal.unesco.org/languages/arizona-tewa,0,ariz1237,N/A
403,Arizona Tewa,Not in use,https://en.wal.unesco.org/,N/A,N/A,N/A
404,Arizona Tewa,Not in use,https://en.wal.unesco.org/languages/arizona-tewa-0,0,tewa1260,N/A
405,Arma,Not in use,https://en.wal.unesco.org/languages/arma,0,arma1244,N/A
406,Armenian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/armenian-sign-language,9999,arme1259,N/A
407,Aro,Definitely endangered,https://en.wal.unesco.org/languages/aro,999,torr1259,N/A
408,Aroaqui,Not in use,https://en.wal.unesco.org/languages/aroaqui,0,N/A,N/A
409,Aromanian,Definitely endangered,https://en.wal.unesco.org/languages/aromanian,999999,arom1237,Albania
410,Arop-Lokep,Endangered/unsafe,https://en.wal.unesco.org/languages/arop-lokep,9999,arop1243,N/A
411,Arop-Sissano,Endangered/unsafe,https://en.wal.unesco.org/languages/arop-sissano,9999,arop1242,N/A
412,Arosi,Endangered/unsafe,https://en.wal.unesco.org/languages/arosi,9999,aros1241,N/A
413,Arpitan,Definitely endangered,https://en.wal.unesco.org/languages/arpitan,999999,fran1260,N/A
414,Arta,Critically endangered,https://en.wal.unesco.org/languages/arta,9,arta1239,Philippines
415,Aruá (Amazonas State),Not in use,https://en.wal.unesco.org/languages/arua-amazonas-state,0,arua1263,N/A
416,Aruá (Rondonia State),Critically endangered,https://en.wal.unesco.org/languages/arua-rondonia-state,9,arua1261,N/A
417,Aruamu,Definitely endangered,https://en.wal.unesco.org/languages/aruamu,9999,arua1260,N/A
418,Aruan,Not in use,https://en.wal.unesco.org/languages/aruan,0,arua1264,N/A
419,Aruba,Not in use,https://en.wal.unesco.org/languages/aruba,0,arub1238,N/A
420,Aruek,Definitely endangered,https://en.wal.unesco.org/languages/aruek,999,arue1240,N/A
421,Arusha,Not in use,https://en.wal.unesco.org/languages/arusha,0,arus1242,N/A
422,Arutani,Critically endangered,https://en.wal.unesco.org/languages/arutani,9,arut1244,N/A
423,Arvanitika Albanian,Endangered/unsafe,https://en.wal.unesco.org/languages/arvanitika-albanian,99999,arva1236,N/A
424,As,Critically endangered,https://en.wal.unesco.org/languages/as,999,asss1237,N/A
425,Asabano,Definitely endangered,https://en.wal.unesco.org/languages/asabano,999,suar1238,N/A
426,Asaro'o,Endangered/unsafe,https://en.wal.unesco.org/languages/asaroo,9999,asar1240,N/A
427,Asháninka,Endangered/unsafe,https://en.wal.unesco.org/languages/ashaninka,99999,asha1243,Peru
428,Ashe,Endangered/unsafe,https://en.wal.unesco.org/languages/ashe,99999,ashe1269,N/A
429,Ashéninka Pajonal,Endangered/unsafe,https://en.wal.unesco.org/languages/asheninka-pajonal,99999,ashe1273,N/A
430,Ashéninka Perené,Endangered/unsafe,https://en.wal.unesco.org/languages/asheninka-perene,999,ashe1272,N/A
431,Ashkun,Definitely endangered,https://en.wal.unesco.org/languages/ashkun,99999,ashk1246,N/A
432,Asho Chin,Endangered/unsafe,https://en.wal.unesco.org/languages/asho-chin,99999,asho1236,Myanmar
433,Ashtiani,Endangered/unsafe,https://en.wal.unesco.org/languages/ashtiani,99999,asht1244,N/A
434,Asilulu,Definitely endangered,https://en.wal.unesco.org/,N/A,N/A,N/A
435,Asilulu,Definitely endangered,https://en.wal.unesco.org/languages/asilulu,9999,asil1242,N/A
436,Askopan,Endangered/unsafe,https://en.wal.unesco.org/languages/askopan,9999,asko1238,N/A
437,Asoa,Endangered/unsafe,https://en.wal.unesco.org/languages/asoa,99999,asoa1238,N/A
438,Assamese,Safe,https://en.wal.unesco.org/languages/assamese,99999999,assa1263,India
439,Assangori,Endangered/unsafe,https://en.wal.unesco.org/languages/assangori,99999,assa1269,N/A
440,Assiniboine,Definitely endangered,https://en.wal.unesco.org/languages/assiniboine,999,assi1247,N/A
441,Assyrian Neo-Aramaic,Potentially vulnerable,https://en.wal.unesco.org/languages/assyrian-neo-aramaic,999999,assy1241,Armenia
442,Asturian,Potentially vulnerable,https://en.wal.unesco.org/languages/asturian,999999,N/A,N/A
443,Asturian-Leonese-Cantabrian,Potentially vulnerable,https://en.wal.unesco.org/languages/asturian-leonese-cantabrian,999999,astu1245,N/A
444,Asu (Nigeria),Endangered/unsafe,https://en.wal.unesco.org/languages/asu-nigeria,9999,asun1235,N/A
445,Asu (Tanzania),Potentially vulnerable,https://en.wal.unesco.org/languages/asu-tanzania,999999,asut1235,N/A
446,Asue Awyu,Definitely endangered,https://en.wal.unesco.org/languages/asue-awyu,9999,asue1235,N/A
447,Asumboa,Severely endangered,https://en.wal.unesco.org/languages/asumboa,9,asum1237,N/A
448,Asunción Mixtepec Zapotec,Severely endangered,https://en.wal.unesco.org/languages/asuncion-mixtepec-zapotec,99,asun1236,N/A
449,Asuri,Definitely endangered,https://en.wal.unesco.org/languages/asuri,9999,asur1254,N/A
450,Ata,Critically endangered,https://en.wal.unesco.org/languages/ata,9,ataa1240,N/A
451,Ata Manobo,Endangered/unsafe,https://en.wal.unesco.org/languages/ata-manobo,99999,atam1240,Philippines
452,Atacame,Not in use,https://en.wal.unesco.org/languages/atacame,0,atac1235,N/A
453,Atakapa,Not in use,https://en.wal.unesco.org/languages/atakapa,0,atak1252,N/A
454,Atampaya,Not in use,https://en.wal.unesco.org/languages/atampaya,0,atam1239,N/A
455,Atatláhuca Mixtec,Endangered/unsafe,https://en.wal.unesco.org/languages/atatlahuca-mixtec,9999,atat1238,N/A
456,Atayal Gaoshan,Endangered/unsafe,https://en.wal.unesco.org/languages/atayal-gaoshan,99999,atay1247,N/A
457,Athima,Not in use,https://en.wal.unesco.org/languages/athima,0,athi1234,N/A
458,Athpariya,Definitely endangered,https://en.wal.unesco.org/languages/athpariya,9999,athp1241,Nepal
459,Ati,Definitely endangered,https://en.wal.unesco.org/languages/ati,9999,atii1237,Philippines
460,Atikamekw,Endangered/unsafe,https://en.wal.unesco.org/languages/atikamekw,9999,atik1240,N/A
461,Atohwaim,Definitely endangered,https://en.wal.unesco.org/languages/atohwaim,999,atoh1238,N/A
462,Atong,Endangered/unsafe,https://en.wal.unesco.org/languages/atong,9999,aton1242,N/A
463,Atong (India),Definitely endangered,https://en.wal.unesco.org/languages/atong-india,9999,aton1241,India
464,Atorada,Critically endangered,https://en.wal.unesco.org/languages/atorada,9,ator1244,Guyana
465,Atsahuaca,Not in use,https://en.wal.unesco.org/,N/A,N/A,N/A
466,Atsahuaca,Not in use,https://en.wal.unesco.org/languages/atsahuaca,0,atsa1242,N/A
467,Atsam,Endangered/unsafe,https://en.wal.unesco.org/languages/atsam,9999,atsa1241,N/A
468,Atsugewi,Not in use,https://en.wal.unesco.org/languages/atsugewi,0,atsu1245,N/A
469,Attapady Kurumba,Endangered/unsafe,https://en.wal.unesco.org/languages/attapady-kurumba,9999,atta1243,N/A
470,Attié,Potentially vulnerable,https://en.wal.unesco.org/languages/attie,999999,atti1239,N/A
471,Atzingo Matlatzinca,Definitely endangered,https://en.wal.unesco.org/languages/atzingo-matlatzinca,99,atzi1235,Mexico
