Name_x,Status,Link,Speakers,Glottocode,Country,Name_y,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
Apiaka-Tocantins,Not in use,https://en.wal.unesco.org/languages/apiaka-tocantins,0.0,apia1247,,Apiaka-Tocantins,Cariban,,South America,0.0,-6.5,-49.77
Apiaká,Not in use,https://en.wal.unesco.org/languages/apiaka,0.0,apia1248,,Apiaká,Tupian,api,South America,0.0,-7.85,-57.91
Apinayé,Definitely endangered,https://en.wal.unesco.org/languages/apinaye,9999.0,apin1244,,Apinayé,Nuclear-Macro-Je,apn,South America,0.0,-6.11,-47.63
Apma,Endangered/unsafe,https://en.wal.unesco.org/languages/apma,9999.0,apma1240,,Apma,Austronesian,app,Papunesia,2.0,-15.86,168.19
Ap Ma,Definitely endangered,https://en.wal.unesco.org/languages/ap-ma,9999.0,apma1241,,Ap Ma,Keram,kbx,Papunesia,1.0,-4.35,144.09
Apolista,Not in use,https://en.wal.unesco.org/languages/apolista,0.0,apol1242,,Apolista,Arawakan,,South America,0.0,-14.83,-68.66
Apoto,Not in use,https://en.wal.unesco.org/languages/apoto,0.0,apot1235,,Apoto,Unattested,,South America,0.0,,
Aproumu Aizi,Severely endangered,https://en.wal.unesco.org/languages/aproumu-aizi,9999.0,apro1235,,Aproumu Aizi,Atlantic-Congo,ahp,Africa,0.0,5.2,-4.52
Apucikwar,Not in use,https://en.wal.unesco.org/languages/apucikwar,0.0,apuc1241,,Apucikwar,Great Andamanese,apq,Eurasia,0.0,12.24,92.8
Apulia-Calabrian Greek,Severely endangered,https://en.wal.unesco.org/languages/apulia-calabrian-greek,99.0,apul1236,,Apulia-Calabrian Greek,Indo-European,,Eurasia,2.0,40.35,18.17
Apurinã,Definitely endangered,https://en.wal.unesco.org/languages/apurina,9999.0,apur1254,,Apurinã,Arawakan,apu,South America,0.0,-8.22,-66.77
Aputai,Definitely endangered,https://en.wal.unesco.org/languages/aputai,999.0,aput1237,,Aputai,Austronesian,apx,Papunesia,3.0,-7.85,126.5
Arabana,Not in use,https://en.wal.unesco.org/languages/arabana,0.0,arab1267,,Arabana,Pama-Nyungan,ard,Australia,3.0,-28.7,135.45
Arabela,Critically endangered,https://en.wal.unesco.org/languages/arabela,99.0,arab1268,Peru,Arabela,Zaparoan,arl,South America,0.0,-1.96,-75.06
,,,,arab1399,,Arab El-Naim Sign Language,Sign Language,,Eurasia,0.0,32.89,35.29
Aracaju,Not in use,https://en.wal.unesco.org/languages/aracaju,0.0,arac1235,,Aracaju,Unclassifiable,,South America,0.0,,
Arafundi-Enga Pidgin,Endangered/unsafe,https://en.wal.unesco.org/languages/arafundi-enga-pidgin,,araf1245,,Arafundi-Enga Pidgin,Pidgin,,Papunesia,0.0,-5.1,143.3
Aragonese,Definitely endangered,https://en.wal.unesco.org/languages/aragonese,99999.0,arag1245,,Aragonese,Indo-European,arg,Eurasia,4.0,42.47,-0.01
Araicu,Not in use,https://en.wal.unesco.org/languages/araicu,0.0,arai1239,,Araicu,Arawakan,,South America,0.0,-3.1,-67.21
Araki,Critically endangered,https://en.wal.unesco.org/languages/araki,9.0,arak1252,,Araki,Austronesian,akr,Papunesia,0.0,-15.63,166.95
,,,,arak1254,,Arakwal,Bookkeeping,rkw,Australia,0.0,,
,,,,arak1256,,Arakanese,Bookkeeping,mhv,,0.0,,
Aralle-Tabulahan,Endangered/unsafe,https://en.wal.unesco.org/languages/aralle-tabulahan,99999.0,aral1243,,Aralle-Tabulahan,Austronesian,atq,Papunesia,3.0,-2.78,119.32
,,,,aram1252,,Aramanik,Bookkeeping,aam,Africa,0.0,-2.91,37.35
Arammba,Endangered/unsafe,https://en.wal.unesco.org/languages/arammba,999.0,aram1253,,Arammba,Yam,stk,Papunesia,0.0,-8.3,141.44
Arame-Gubaare,Endangered/unsafe,https://en.wal.unesco.org/languages/arame-gubaare,,aram1260,,Arame-Gubaare,Atlantic-Congo,,Africa,2.0,12.3,-16.37
Dombano,Definitely endangered,https://en.wal.unesco.org/languages/dombano,999.0,aran1237,,Dombano,South Bird's Head Family,jbj,Papunesia,3.0,-2.08,132.98
Aranadan,Definitely endangered,https://en.wal.unesco.org/languages/aranadan,999.0,aran1261,India,Aranadan,Dravidian,aaf,Eurasia,0.0,11.35,75.8
Aranama,Not in use,https://en.wal.unesco.org/languages/aranama,0.0,aran1265,,Aranama,Unclassifiable,xrt,North America,0.0,28.65,-97.39
Araona,Definitely endangered,https://en.wal.unesco.org/languages/araona,99.0,arao1248,,Araona,Pano-Tacanan,aro,South America,0.0,-12.42,-67.73
Arapaho,Severely endangered,https://en.wal.unesco.org/languages/arapaho,999.0,arap1274,,Arapaho,Algic,arp,North America,0.0,43.39,-108.81
Arapaso,Not in use,https://en.wal.unesco.org/languages/arapaso,0.0,arap1275,,Arapaso,Tucanoan,arj,South America,0.0,0.14,-67.73
Arawum,Severely endangered,https://en.wal.unesco.org/languages/arawum,99.0,araw1272,,Arawum,Nuclear Trans New Guinea,awm,Papunesia,0.0,-5.53,145.9
Araweté,Definitely endangered,https://en.wal.unesco.org/languages/arawete,999.0,araw1273,,Araweté,Tupian,awt,South America,0.0,-4.9,-52.5
Lokono,Severely endangered,https://en.wal.unesco.org/languages/lokono,9999.0,araw1276,Guyana,Lokono,Arawakan,arw,South America,3.0,5.64,-56.92
Arazaire,Not in use,https://en.wal.unesco.org/languages/arazaire,0.0,araz1236,,Arazaire,Pano-Tacanan,,South America,0.0,-13.25,-70.8
Arbëreshë Albanian,Endangered/unsafe,https://en.wal.unesco.org/languages/arbereshe-albanian,99999.0,arbe1236,,Arbëreshë Albanian,Indo-European,aae,Eurasia,4.0,38.91,16.72
Arbore,Definitely endangered,https://en.wal.unesco.org/languages/arbore,9999.0,arbo1245,,Arbore,Afro-Asiatic,arv,Africa,0.0,4.92,36.8
Archi,Definitely endangered,https://en.wal.unesco.org/languages/archi,999.0,arch1244,,Archi,Nakh-Daghestanian,aqc,Eurasia,0.0,42.32,46.83
Archaic Norrlandic,Not in use,https://en.wal.unesco.org/languages/archaic-norrlandic,0.0,arch1246,,Archaic Norrlandic,Indo-European,,Eurasia,6.0,66.32,22.84
'Are'are,Endangered/unsafe,https://en.wal.unesco.org/languages/areare,99999.0,area1240,,'Are'are,Austronesian,alu,Papunesia,2.0,-9.21,161.16
Areba,Not in use,https://en.wal.unesco.org/languages/areba,0.0,areb1238,,Areba,Pama-Nyungan,aea,Australia,0.0,-16.64,142.63
Are,Endangered/unsafe,https://en.wal.unesco.org/languages/are,9999.0,aree1239,India,Are,Austronesian,mwc,Papunesia,0.0,-9.67,150.0
Arem,Critically endangered,https://en.wal.unesco.org/languages/arem,999.0,arem1240,,Arem,Austroasiatic,aem,Eurasia,0.0,17.77,105.93
Arequipa-La Unión Quechua,Endangered/unsafe,https://en.wal.unesco.org/languages/arequipa-la-union-quechua,99999.0,areq1237,,Arequipa-La Unión Quechua,Quechuan,qxu,South America,4.0,-15.18,-72.63
Argentine Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/argentine-sign-language,99999.0,arge1236,,Argentine Sign Language,Sign Language,aed,South America,0.0,-34.8,-59.18
Argobba,Endangered/unsafe,https://en.wal.unesco.org/languages/argobba,99999.0,argo1244,,Argobba,Afro-Asiatic,agj,Africa,0.0,10.66,39.76
Arguni,Definitely endangered,https://en.wal.unesco.org/languages/arguni,999.0,argu1237,,Arguni,Austronesian,agf,Papunesia,0.0,-2.65,132.56
Arhâ,Severely endangered,https://en.wal.unesco.org/languages/arha,999.0,arha1237,,Arhâ,Austronesian,aqr,Papunesia,0.0,-21.29,165.27
Arhö,Severely endangered,https://en.wal.unesco.org/languages/arho,9.0,arho1237,,Arhö,Austronesian,aok,Papunesia,0.0,-21.32,165.16
Arhuaco,Endangered/unsafe,https://en.wal.unesco.org/languages/arhuaco,9999.0,arhu1242,Colombia,Arhuaco,Chibchan,arh,South America,0.0,10.7,-73.64
Aribwaung,Definitely endangered,https://en.wal.unesco.org/languages/aribwaung,999.0,arib1240,,Aribwaung,Austronesian,ylu,Papunesia,0.0,-6.65,146.92
Aribwatsa,Not in use,https://en.wal.unesco.org/languages/aribwatsa,0.0,arib1241,,Aribwatsa,Austronesian,laz,Papunesia,0.0,-6.72,146.99
Arifama-Miniafia,Definitely endangered,https://en.wal.unesco.org/languages/arifama-miniafia,9999.0,arif1239,,Arifama-Miniafia,Austronesian,aai,Papunesia,2.0,-9.16,149.25
Arigidi,Endangered/unsafe,https://en.wal.unesco.org/languages/arigidi,99999.0,arig1246,,Arigidi,Atlantic-Congo,aqg,Africa,11.0,7.56,5.9
Ari,Severely endangered,https://en.wal.unesco.org/languages/ari,99.0,arii1243,,Ari,Suki-Gogodala,aac,Papunesia,0.0,-7.96,142.4
Arikara,Critically endangered,https://en.wal.unesco.org/languages/arikara,9.0,arik1262,,Arikara,Caddoan,ari,North America,0.0,45.0,-100.0
Arikem,Not in use,https://en.wal.unesco.org/languages/arikem,0.0,arik1264,,Arikem,Tupian,ait,South America,0.0,-8.92,-63.74
Arikapú,Not in use,https://en.wal.unesco.org/languages/arikapu,0.0,arik1265,,Arikapú,Nuclear-Macro-Je,ark,South America,0.0,-12.49,-62.73
Arin,Not in use,https://en.wal.unesco.org/languages/arin,0.0,arin1243,,Arin,Yeniseian,xrn,Eurasia,0.0,57.0,93.0
Aringa,Potentially vulnerable,https://en.wal.unesco.org/languages/aringa,999999.0,arin1244,,Aringa,Central Sudanic,luc,Africa,0.0,3.56,31.31
Aritinngitigh,Not in use,https://en.wal.unesco.org/languages/aritinngitigh,0.0,arit1239,,Arritinngithigh,Pama-Nyungan,rrt,Australia,0.0,-12.96,141.95
Arizona Tewa,Not in use,https://en.wal.unesco.org/languages/arizona-tewa,0.0,ariz1237,,Arizona Tewa,Kiowa-Tanoan,,North America,1.0,35.84,-110.38
,,,,arma1243,,Arman,Tungusic,,Eurasia,0.0,59.67,150.13
Arma,Not in use,https://en.wal.unesco.org/languages/arma,0.0,arma1244,,Arma,Unattested,aoh,South America,0.0,2.03,-76.0
Armenian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/armenian-sign-language,9999.0,arme1259,,Baraninsky Armenian Sign Language,Sign Language,aen,Eurasia,0.0,40.1,44.48
,,,,aroa1234,,Aroaqui,Arawakan,,South America,0.0,-2.1,-60.4
Aromanian,Definitely endangered,https://en.wal.unesco.org/languages/aromanian,999999.0,arom1237,Albania,Aromanian,Indo-European,rup,Eurasia,2.0,40.62,21.2
Arop-Sissano,Endangered/unsafe,https://en.wal.unesco.org/languages/arop-sissano,9999.0,arop1242,,Arop-Sissano,Austronesian,aps,Papunesia,0.0,-3.07,142.12
Arop-Lokep,Endangered/unsafe,https://en.wal.unesco.org/languages/arop-lokep,9999.0,arop1243,,Arop-Lokep,Austronesian,apr,Papunesia,2.0,-5.32,147.1
Arosi,Endangered/unsafe,https://en.wal.unesco.org/languages/arosi,9999.0,aros1241,,Arosi,Austronesian,aia,Papunesia,2.0,-10.24,161.43
Arta,Critically endangered,https://en.wal.unesco.org/languages/arta,9.0,arta1239,Philippines,Arta,Austronesian,atz,Papunesia,0.0,16.42,121.66
Aruamu,Definitely endangered,https://en.wal.unesco.org/languages/aruamu,9999.0,arua1260,,Aruamu,Ramu,msy,Papunesia,0.0,-4.29,144.84
Aruá (Rondonia State),Critically endangered,https://en.wal.unesco.org/languages/arua-rondonia-state,9.0,arua1261,,Aruá (Rondonia State),Tupian,arx,South America,1.0,-12.12,-62.44
Aruá (Amazonas State),Not in use,https://en.wal.unesco.org/languages/arua-amazonas-state,0.0,arua1263,,Arawá (Amazonas State),Arawan,aru,South America,0.0,-5.5,-67.98
Aruan,Not in use,https://en.wal.unesco.org/languages/aruan,0.0,arua1264,,Aruan,Arawakan,,South America,0.0,-0.61,-50.12
Aruba,Not in use,https://en.wal.unesco.org/languages/aruba,0.0,arub1238,,Caquetio,Arawakan,,South America,0.0,11.29,-69.65
Aruek,Definitely endangered,https://en.wal.unesco.org/languages/aruek,999.0,arue1240,,Aruek,Nuclear Torricelli,aur,Papunesia,0.0,-3.38,142.72
Srenge,Definitely endangered,https://en.wal.unesco.org/languages/srenge,999.0,aruo1240,,Srenge,Nuclear Torricelli,lsr,Papunesia,0.0,-3.46,142.48
Arusha,Not in use,https://en.wal.unesco.org/languages/arusha,0.0,arus1242,,Arusha,Unattested,,Africa,0.0,,
Arutani,Critically endangered,https://en.wal.unesco.org/languages/arutani,9.0,arut1244,,Arutani,,atx,South America,2.0,4.07,-62.87
Arvanitika Albanian,Endangered/unsafe,https://en.wal.unesco.org/languages/arvanitika-albanian,99999.0,arva1236,,Arvanitika Albanian,Indo-European,aat,Eurasia,3.0,38.28,23.37
Asaro'o,Endangered/unsafe,https://en.wal.unesco.org/languages/asaroo,9999.0,asar1240,,Asaro'o,Nuclear Trans New Guinea,mtv,Papunesia,0.0,-5.68,146.51
Asháninka,Endangered/unsafe,https://en.wal.unesco.org/languages/ashaninka,99999.0,asha1243,Peru,Asháninka,Arawakan,cni,South America,0.0,-11.93,-73.91
Ashe,Endangered/unsafe,https://en.wal.unesco.org/languages/ashe,99999.0,ashe1269,,Ashe,Atlantic-Congo,ahs,Africa,0.0,9.37,7.39
Ashéninka Perené,Endangered/unsafe,https://en.wal.unesco.org/languages/asheninka-perene,999.0,ashe1272,,Ashéninka Perené,Arawakan,prq,South America,0.0,-10.98,-74.92
Ashéninka Pajonal,Endangered/unsafe,https://en.wal.unesco.org/languages/asheninka-pajonal,99999.0,ashe1273,,Ashéninka Pajonal,Arawakan,cjo,South America,0.0,-10.76,-74.2
Ashkun,Definitely endangered,https://en.wal.unesco.org/languages/ashkun,99999.0,ashk1246,,Ashkun,Indo-European,ask,Eurasia,2.0,35.11,70.54
Asho Chin,Endangered/unsafe,https://en.wal.unesco.org/languages/asho-chin,99999.0,asho1236,Myanmar,Asho Chin,Sino-Tibetan,csh,Eurasia,7.0,21.39,93.51
Ashtiani,Endangered/unsafe,https://en.wal.unesco.org/languages/ashtiani,99999.0,asht1244,,Ashtiani,Indo-European,atn,Eurasia,4.0,37.75,48.68
Asilulu,Definitely endangered,https://en.wal.unesco.org/languages/asilulu,9999.0,asil1242,,Asilulu,Austronesian,asl,Papunesia,3.0,-3.67,127.95
Askopan,Endangered/unsafe,https://en.wal.unesco.org/languages/askopan,9999.0,asko1238,,Askopan,North Bougainville,eiv,Papunesia,0.0,-6.23,155.31
Asoa,Endangered/unsafe,https://en.wal.unesco.org/languages/asoa,99999.0,asoa1238,,Asoa,Central Sudanic,asv,Africa,0.0,2.27,26.72
Assamese,Safe,https://en.wal.unesco.org/languages/assamese,99999999.0,assa1263,India,Assamese,Indo-European,asm,Eurasia,4.0,26.09,91.29
,,,,assa1266,,Assan,Bookkeeping,xss,Eurasia,0.0,56.0,94.0
Assangori,Endangered/unsafe,https://en.wal.unesco.org/languages/assangori,99999.0,assa1269,,Assangori,Tamaic,sjg,Africa,6.0,13.96,22.64
Assiniboine,Definitely endangered,https://en.wal.unesco.org/languages/assiniboine,999.0,assi1247,,Assiniboine,Siouan,asb,North America,0.0,49.29,-106.07
As,Critically endangered,https://en.wal.unesco.org/languages/as,999.0,asss1237,,As,Austronesian,asz,Papunesia,0.0,-0.75,131.73
Assyrian Neo-Aramaic,Potentially vulnerable,https://en.wal.unesco.org/languages/assyrian-neo-aramaic,999999.0,assy1241,Armenia,Assyrian Neo-Aramaic,Afro-Asiatic,aii,Eurasia,31.0,36.75,43.0
Asturian-Leonese-Cantabrian,Potentially vulnerable,https://en.wal.unesco.org/languages/asturian-leonese-cantabrian,999999.0,astu1245,,Asturian-Leonese-Cantabrian,Indo-European,ast,Eurasia,8.0,42.42,-6.02
Asue Awyu,Definitely endangered,https://en.wal.unesco.org/languages/asue-awyu,9999.0,asue1235,,Asue Awyu,Nuclear Trans New Guinea,psa,Papunesia,0.0,-5.98,139.12
Asumboa,Severely endangered,https://en.wal.unesco.org/languages/asumboa,9.0,asum1237,,Asumboa,Austronesian,aua,Papunesia,0.0,-11.3,166.5
Asu (Nigeria),Endangered/unsafe,https://en.wal.unesco.org/languages/asu-nigeria,9999.0,asun1235,,Asu (Nigeria),Atlantic-Congo,aum,Africa,0.0,10.08,5.42
Asunción Mixtepec Zapotec,Severely endangered,https://en.wal.unesco.org/languages/asuncion-mixtepec-zapotec,99.0,asun1236,,Asunción Mixtepec Zapotec,Otomanguean,zoo,North America,0.0,16.88,-96.87
Asuri,Definitely endangered,https://en.wal.unesco.org/languages/asuri,9999.0,asur1254,,Asuri,Austroasiatic,asr,Eurasia,2.0,21.57,83.46
Asu (Tanzania),Potentially vulnerable,https://en.wal.unesco.org/languages/asu-tanzania,999999.0,asut1235,,Asu (Tanzania),Atlantic-Congo,asa,Africa,0.0,-4.18,37.83
Ata,Critically endangered,https://en.wal.unesco.org/languages/ata,9.0,ataa1240,,Ata,Austronesian,atm,Papunesia,0.0,9.71,122.9
Atacame,Not in use,https://en.wal.unesco.org/languages/atacame,0.0,atac1235,,Atacame,,,South America,0.0,0.83,-79.78
Atakapa,Not in use,https://en.wal.unesco.org/languages/atakapa,0.0,atak1252,,Atakapa,,aqp,North America,2.0,30.91,-93.08
Atampaya,Not in use,https://en.wal.unesco.org/languages/atampaya,0.0,atam1239,,Atampaya,Pama-Nyungan,amz,Australia,0.0,-11.0,142.27
Ata Manobo,Endangered/unsafe,https://en.wal.unesco.org/languages/ata-manobo,99999.0,atam1240,Philippines,Ata Manobo,Austronesian,atd,Papunesia,0.0,7.78,125.5
Atatláhuca Mixtec,Endangered/unsafe,https://en.wal.unesco.org/languages/atatlahuca-mixtec,9999.0,atat1238,,Atatláhuca Mixtec,Otomanguean,mib,North America,0.0,17.07,-97.68
Atayal Gaoshan,Endangered/unsafe,https://en.wal.unesco.org/languages/atayal-gaoshan,99999.0,atay1247,,Atayal,Austronesian,tay,Papunesia,11.0,24.52,121.39
Mand,Critically endangered,https://en.wal.unesco.org/languages/mand,99.0,atem1241,,Mand,Nuclear Trans New Guinea,ate,Papunesia,0.0,-5.08,144.81
Athima,Not in use,https://en.wal.unesco.org/languages/athima,0.0,athi1234,,Athima,Pama-Nyungan,,Australia,0.0,-17.2,142.4
Athpariya,Definitely endangered,https://en.wal.unesco.org/languages/athpariya,9999.0,athp1241,Nepal,Athpariya,Sino-Tibetan,aph,Eurasia,0.0,26.88,87.33
Ati,Definitely endangered,https://en.wal.unesco.org/languages/ati,9999.0,atii1237,Philippines,Ati,Austronesian,atk,Papunesia,2.0,11.15,122.51
Atikamekw,Endangered/unsafe,https://en.wal.unesco.org/languages/atikamekw,9999.0,atik1240,,Atikamekw,Algic,atj,North America,0.0,47.96,-73.8
Atohwaim,Definitely endangered,https://en.wal.unesco.org/languages/atohwaim,999.0,atoh1238,,Atohwaim,Kayagaric,aqm,Papunesia,0.0,-6.27,138.67
Atong (India),Definitely endangered,https://en.wal.unesco.org/languages/atong-india,9999.0,aton1241,India,Atong (India),Sino-Tibetan,aot,Eurasia,0.0,25.35,90.66
Atong,Endangered/unsafe,https://en.wal.unesco.org/languages/atong,9999.0,aton1242,,Atong,Atlantic-Congo,ato,Africa,0.0,6.04,9.72
Atorada,Critically endangered,https://en.wal.unesco.org/languages/atorada,9.0,ator1244,Guyana,Atorada,Arawakan,aox,South America,0.0,2.48,-60.29
Atsam,Endangered/unsafe,https://en.wal.unesco.org/languages/atsam,9999.0,atsa1241,,Atsam,Atlantic-Congo,cch,Africa,0.0,9.96,8.48
Atsahuaca,Not in use,https://en.wal.unesco.org/languages/atsahuaca,0.0,atsa1242,,Atsahuaca,Pano-Tacanan,atc,South America,0.0,-14.17,-69.5
Atsugewi,Not in use,https://en.wal.unesco.org/languages/atsugewi,0.0,atsu1245,,Atsugewi,Palaihnihan,atw,North America,0.0,40.43,-120.66
Attapady Kurumba,Endangered/unsafe,https://en.wal.unesco.org/languages/attapady-kurumba,9999.0,atta1243,,Attapady Kurumba,Dravidian,pkr,Eurasia,0.0,11.16,76.54
Attié,Potentially vulnerable,https://en.wal.unesco.org/languages/attie,999999.0,atti1239,,Attié,Atlantic-Congo,ati,Africa,3.0,6.0,-3.82
,,,,atue1238,,Atuence,Bookkeeping,atf,,0.0,,
Atzingo Matlatzinca,Definitely endangered,https://en.wal.unesco.org/languages/atzingo-matlatzinca,99.0,atzi1235,Mexico,Atzingo Matlatzinca,Otomanguean,ocu,North America,0.0,19.39,-99.92
Auhelawa,Endangered/unsafe,https://en.wal.unesco.org/languages/auhelawa,9999.0,auhe1237,,'Auhelawa,Austronesian,kud,Papunesia,0.0,-10.1,151.0
Aulua,Definitely endangered,https://en.wal.unesco.org/languages/aulua,999.0,aulu1238,,Aulua,Austronesian,aul,Papunesia,2.0,-16.36,167.7
Aurê y Aurá,Not in use,https://en.wal.unesco.org/languages/aure-y-aura,0.0,aura1243,,Aurê y Aurá,Tupian,aux,South America,0.0,-4.14,-46.79
Aushi,Endangered/unsafe,https://en.wal.unesco.org/languages/aushi,99999.0,aush1241,Zambia,Aushi,Atlantic-Congo,auh,Africa,0.0,-11.63,29.02
Aushiri,Not in use,https://en.wal.unesco.org/languages/aushiri,0.0,aush1242,,Aushiri,Zaparoan,avs,South America,0.0,-3.32,-74.54
Austrian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/austrian-sign-language,9999.0,aust1252,,Austrian Sign Language,Sign Language,asq,Eurasia,0.0,48.12,16.23
Australian Aborigines Sign Language,Definitely endangered,https://en.wal.unesco.org/languages/australian-aborigines-sign-language,,aust1253,,Australian Aborigines Sign Language,Sign Language,asw,Australia,21.0,-25.0,135.0
Australian Sign Language,Definitely endangered,https://en.wal.unesco.org/languages/australian-sign-language,9999.0,aust1271,Australia,Auslan,Sign Language,asf,Australia,0.0,-30.0,145.0
Austral,Definitely endangered,https://en.wal.unesco.org/languages/austral,9999.0,aust1304,,Austral,Austronesian,aut,Papunesia,4.0,-23.38,-149.46
Au,Definitely endangered,https://en.wal.unesco.org/languages/au,9999.0,auuu1241,,Au,Nuclear Torricelli,avt,Papunesia,0.0,-3.53,142.1
,,,,auve1240,,Auvergnat,Bookkeeping,auv,,0.0,,
Auwe,Definitely endangered,https://en.wal.unesco.org/languages/auwe,999.0,auwe1239,,Auwe,Border,smf,Papunesia,0.0,-3.34,141.25
Auye,Definitely endangered,https://en.wal.unesco.org/languages/auye,999.0,auye1238,,Auye,Nuclear Trans New Guinea,auu,Papunesia,0.0,-3.44,136.1
Auyokawa,Not in use,https://en.wal.unesco.org/languages/auyokawa,0.0,auyo1240,,Auyokawa,Afro-Asiatic,auo,Africa,0.0,9.86,11.32
Avá-Canoeiro,Severely endangered,https://en.wal.unesco.org/languages/ava-canoeiro,99.0,avac1239,,Avá-Canoeiro,Tupian,avv,South America,0.0,-13.61,-48.13
,,,,avai1234,,Avaipa,South Bougainville,,Papunesia,0.0,-6.21,155.39
Avar,Potentially vulnerable,https://en.wal.unesco.org/languages/avar,999999.0,avar1256,Azerbaijan,Avar,Nakh-Daghestanian,ava,Eurasia,14.0,41.7,46.56
Avatime,Endangered/unsafe,https://en.wal.unesco.org/languages/avatime,99999.0,avat1244,,Avatime,Atlantic-Congo,avn,Africa,0.0,6.87,0.41
Avau,Endangered/unsafe,https://en.wal.unesco.org/languages/avau,999.0,avau1237,,Avau,Austronesian,avb,Papunesia,1.0,-6.24,150.43
Avestan,Not in use,https://en.wal.unesco.org/languages/avestan,0.0,aves1237,,Avestan,Indo-European,ave,Eurasia,0.0,34.22,62.11
Avikam,Endangered/unsafe,https://en.wal.unesco.org/languages/avikam,99999.0,avik1243,,Avikam,Atlantic-Congo,avi,Africa,0.0,5.16,-5.25
Avokaya,Endangered/unsafe,https://en.wal.unesco.org/languages/avokaya,99999.0,avok1242,South Sudan,Avokaya,Central Sudanic,avu,Africa,4.0,4.39,29.94
Avok,Endangered/unsafe,https://en.wal.unesco.org/languages/avok,999.0,avok1244,,Avok,Austronesian,,Papunesia,0.0,-16.54,167.77
Awabakal,Not in use,https://en.wal.unesco.org/languages/awabakal,0.0,awab1243,,Awabakal,Pama-Nyungan,awk,Australia,3.0,-33.13,151.44
Ximeng-Menglian Awa,Definitely endangered,https://en.wal.unesco.org/languages/ximeng-menglian-awa,99999.0,awac1238,,Lavia-Awalai-Damangnuo Awa,Austroasiatic,vwa,Eurasia,3.0,22.75,99.48
Awa-Cuaiquer,Endangered/unsafe,https://en.wal.unesco.org/languages/awa-cuaiquer,99999.0,awac1239,Colombia,Awa-Cuaiquer,Barbacoan,kwi,South America,0.0,1.22,-78.34
Awadhi,Potentially vulnerable,https://en.wal.unesco.org/languages/awadhi,9999999.0,awad1243,India,Awadhi,Indo-European,awa,Eurasia,15.0,27.59,82.47
Awad Bing,Endangered/unsafe,https://en.wal.unesco.org/languages/awad-bing,9999.0,awad1244,,Awad Bing,Austronesian,bcu,Papunesia,5.0,-5.6,146.35
Awak,Endangered/unsafe,https://en.wal.unesco.org/languages/awak,9999.0,awak1250,,Awak,Atlantic-Congo,awo,Africa,0.0,9.86,11.33
Awa (Papua New Guinea),Endangered/unsafe,https://en.wal.unesco.org/languages/awa-papua-new-guinea,9999.0,awap1236,,Awa (Papua New Guinea),Nuclear Trans New Guinea,awb,Papunesia,4.0,-6.66,145.71
Awara,Endangered/unsafe,https://en.wal.unesco.org/languages/awara,9999.0,awar1248,,Awara,Nuclear Trans New Guinea,awx,Papunesia,0.0,-6.17,146.37
Awar,Severely endangered,https://en.wal.unesco.org/languages/awar,9999.0,awar1249,,Awar,Ramu,aya,Papunesia,2.0,-4.14,144.84
Awbono,Endangered/unsafe,https://en.wal.unesco.org/languages/awbono,99.0,awbo1238,,Awbono,Bayono-Awbono,awh,Papunesia,0.0,-5.06,139.72
Aweer,Definitely endangered,https://en.wal.unesco.org/languages/aweer,9999.0,awee1242,,Aweer,Afro-Asiatic,bob,Africa,9.0,-1.4,41.23
Awera,Definitely endangered,https://en.wal.unesco.org/languages/awera,99.0,awer1241,,Awera,Lakes Plain,awr,Papunesia,0.0,-2.72,136.06
Awetí,Definitely endangered,https://en.wal.unesco.org/languages/aweti,999.0,awet1244,,Awetí,Tupian,awe,South America,0.0,-12.38,-53.39
,,,,awia1234,,Awiakay-Karimba,Arafundi,,Papunesia,2.0,-4.67,143.71
Awing,Endangered/unsafe,https://en.wal.unesco.org/languages/awing,99999.0,awin1248,,Awing,Atlantic-Congo,azo,Africa,0.0,5.88,10.26
Awiyaana,Endangered/unsafe,https://en.wal.unesco.org/languages/awiyaana,99999.0,awiy1238,,Awiyaana,Nuclear Trans New Guinea,auy,Papunesia,0.0,-6.54,145.76
Awjilah,Definitely endangered,https://en.wal.unesco.org/languages/awjilah,9999.0,awji1241,,Awjilah,Afro-Asiatic,auj,Africa,0.0,29.23,21.18
Awngi,Potentially vulnerable,https://en.wal.unesco.org/languages/awngi,999999.0,awng1244,,Awngi,Afro-Asiatic,awn,Africa,3.0,10.98,36.69
Awtuw,Definitely endangered,https://en.wal.unesco.org/languages/awtuw,999.0,awtu1239,,Awtuw,Sepik,kmn,Papunesia,0.0,-3.53,141.93
Auwon,Definitely endangered,https://en.wal.unesco.org/languages/auwon,999.0,awun1245,,Auwon,Sepik,aww,Papunesia,0.0,-3.8,142.0
Awutu,Definitely endangered,https://en.wal.unesco.org/languages/awutu,999999.0,awut1241,,Awutu,Atlantic-Congo,afu,Africa,3.0,5.42,-0.6
Awu,Endangered/unsafe,https://en.wal.unesco.org/languages/awu,99999.0,awuu1235,,Southern Awu (Lope),Sino-Tibetan,yiu,Eurasia,0.0,25.39,103.31
