Name_x,Status,Link,Speakers,Glottocode,Country,Name_y,Top-level family,ISO-639-3,Macroarea,Child dialects,Latitude,Longtitude
Alawa,Critically endangered,https://en.wal.unesco.org/languages/alawa,9.0,alaw1244,,Alawa,Mangarrayi-Maran,alh,Australia,0.0,-15.55,134.28
Inland-Buhi-Daraga Bikol,Potentially vulnerable,https://en.wal.unesco.org/languages/inland-buhi-daraga-bikol,999999.0,alba1269,,Inland-Buhi-Daraga Bikol,Austronesian,bhk,Papunesia,5.0,13.2,123.49
Albanian Sign Language,Endangered/unsafe,https://en.wal.unesco.org/languages/albanian-sign-language,9999.0,alba1271,,Albanian Sign Language,Sign Language,sqk,Eurasia,0.0,41.33,19.82
,,,,alba1273,,Albarradas Sign Language,Sign Language,lsc,North America,0.0,17.06,-96.3
Alcozauca Mixtec,Endangered/unsafe,https://en.wal.unesco.org/languages/alcozauca-mixtec,9999.0,alco1235,,Alcozauca Mixtec,Otomanguean,xta,North America,2.0,17.37,-98.4
Alege,Endangered/unsafe,https://en.wal.unesco.org/languages/alege,99999.0,aleg1238,,Alege,Atlantic-Congo,alf,Africa,0.0,6.59,9.0
Alekano,Endangered/unsafe,https://en.wal.unesco.org/languages/alekano,99999.0,alek1238,,Alekano,Nuclear Trans New Guinea,gah,Papunesia,0.0,-6.04,145.39
Aleut,Definitely endangered,https://en.wal.unesco.org/languages/aleut,999.0,aleu1260,,Aleut,Eskimo-Aleut,ale,North America,2.0,52.12,-174.29
Algerian Sign Language,Potentially vulnerable,https://en.wal.unesco.org/languages/algerian-sign-language,999999.0,alge1235,Algeria,Algerian Sign Language,Sign Language,asp,Africa,0.0,36.48,3.55
Algerian Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/algerian-arabic,99999999.0,alge1239,Algeria,Algerian Arabic,Afro-Asiatic,arq,Africa,3.0,35.42,3.23
Algerian Saharan Arabic,Potentially vulnerable,https://en.wal.unesco.org/languages/algerian-saharan-arabic,999999.0,alge1240,Algeria,Algerian Saharan Arabic,Afro-Asiatic,aao,Africa,0.0,20.89,4.81
Algonquin,Endangered/unsafe,https://en.wal.unesco.org/languages/algonquin,9999.0,algo1255,,Algonquin,Algic,alq,North America,2.0,47.39,-77.53
Ali,Endangered/unsafe,https://en.wal.unesco.org/languages/ali,99999.0,alii1240,,Ali,Atlantic-Congo,aiy,Africa,0.0,4.6,18.04
Alipur Sign Language,Definitely endangered,https://en.wal.unesco.org/languages/alipur-sign-language,999.0,alip1234,,Alipur Sign Language,Sign Language,,Eurasia,0.0,16.84,77.11
Allar,Definitely endangered,https://en.wal.unesco.org/languages/allar,999.0,alla1247,,Allar,Dravidian,all,Eurasia,0.0,11.08,76.66
Alladian,Endangered/unsafe,https://en.wal.unesco.org/languages/alladian,99999.0,alla1248,Benin,Alladian,Atlantic-Congo,ald,Africa,0.0,5.22,-4.43
Allentiac,Not in use,https://en.wal.unesco.org/languages/allentiac,0.0,alle1238,Argentina,Allentiac,Huarpean,,South America,0.0,-33.48,-68.1
Alngith,Not in use,https://en.wal.unesco.org/languages/alngith,0.0,alng1239,,Alngith,Pama-Nyungan,aid,Australia,0.0,-12.53,141.94
Aloápam Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/aloapam-zapotec,9999.0,aloa1235,,Aloápam Zapotec,Otomanguean,zaq,North America,0.0,17.41,-96.74
Alo Phola,Endangered/unsafe,https://en.wal.unesco.org/languages/alo-phola,999.0,alop1235,,Alo Phola,Sino-Tibetan,ypo,Eurasia,0.0,23.59,101.93
Alor,Endangered/unsafe,https://en.wal.unesco.org/languages/alor,99999.0,alor1247,,Alorese,Austronesian,aol,Papunesia,0.0,-8.2,124.26
Alorese,Endangered/unsafe,https://en.wal.unesco.org/languages/alorese,99999.0,alor1247,,Alorese,Austronesian,aol,Papunesia,0.0,-8.2,124.26
Al-Sayyid Bedouin Sign Language,Definitely endangered,https://en.wal.unesco.org/languages/al-sayyid-bedouin-sign-language,9999.0,alsa1242,,Al-Sayyid Bedouin Sign Language,Sign Language,syy,Eurasia,0.0,31.28,34.92
Alsea-Yaquina,Not in use,https://en.wal.unesco.org/languages/alsea-yaquina,0.0,alse1251,,Alsea-Yaquina,,aes,North America,2.0,44.41,-123.94
Alugu,Endangered/unsafe,https://en.wal.unesco.org/languages/alugu,9999.0,alug1235,,Alugu,Sino-Tibetan,aub,Eurasia,0.0,23.0,103.0
Alu Kurumba,Definitely endangered,https://en.wal.unesco.org/languages/alu-kurumba,9999.0,aluk1238,,Alu Kurumba,Dravidian,xua,Eurasia,0.0,11.35,76.8
Alumu-Tesu,Endangered/unsafe,https://en.wal.unesco.org/languages/alumu-tesu,9999.0,alum1246,,Arum,Atlantic-Congo,aab,Africa,2.0,9.02,8.56
Alune,Endangered/unsafe,https://en.wal.unesco.org/languages/alune,99999.0,alun1238,,Alune,Austronesian,alp,Papunesia,5.0,-3.11,128.39
Aluo,Definitely endangered,https://en.wal.unesco.org/languages/aluo,99999.0,aluo1235,,Aluo,Sino-Tibetan,yna,Eurasia,0.0,26.0,102.0
Alur,Potentially vulnerable,https://en.wal.unesco.org/languages/alur,9999999.0,alur1250,,Alur,Nilotic,alz,Africa,4.0,2.36,31.0
Alutor,Severely endangered,https://en.wal.unesco.org/languages/alutor,99.0,alut1245,Russian Federation,Alutor,Chukotko-Kamchatkan,alr,Eurasia,3.0,60.38,165.65
Alviri-Vidari,Severely endangered,https://en.wal.unesco.org/languages/alviri-vidari,99.0,alvi1241,,Alviri-Vidari,Indo-European,avd,Eurasia,2.0,35.01,50.38
Alyawarr,Endangered/unsafe,https://en.wal.unesco.org/languages/alyawarr,9999.0,alya1239,,Alyawarr,Pama-Nyungan,aly,Australia,0.0,-21.04,136.84
Amahai,Critically endangered,https://en.wal.unesco.org/languages/amahai,99.0,amah1245,,Amahai,Austronesian,amq,Papunesia,3.0,-3.32,128.94
Amahuaca,Severely endangered,https://en.wal.unesco.org/languages/amahuaca,999.0,amah1246,Peru,Amahuaca,Pano-Tacanan,amc,South America,2.0,-10.2,-72.32
Amaimon,Endangered/unsafe,https://en.wal.unesco.org/languages/amaimon,9999.0,amai1246,,Amaimon,Nuclear Trans New Guinea,ali,Papunesia,0.0,-5.19,145.37
Amal,Definitely endangered,https://en.wal.unesco.org/languages/amal,999.0,amal1242,,Amal,Sepik,aad,Papunesia,0.0,-4.05,142.0
Amam,Endangered/unsafe,https://en.wal.unesco.org/languages/amam,,amam1246,,Amam,Kunimaipan,,Papunesia,0.0,-7.9,146.92
Amami O Shima Sign Language,Critically endangered,https://en.wal.unesco.org/languages/amami-o-shima-sign-language,,amam1247,,Amami O Shima Sign Language,Sign Language,jks,Eurasia,0.0,28.27,129.36
Amanab,Definitely endangered,https://en.wal.unesco.org/languages/amanab,9999.0,aman1265,,Amanab,Border,amn,Papunesia,0.0,-3.52,141.18
Amanayé,Not in use,https://en.wal.unesco.org/languages/amanaye,0.0,aman1266,,Amanayé,Tupian,ama,South America,0.0,-3.8,-48.66
Ama (Papua New Guinea),Endangered/unsafe,https://en.wal.unesco.org/languages/ama-papua-new-guinea,999.0,amap1240,,Ama (Papua New Guinea),Left May,amm,Papunesia,0.0,-4.2,141.66
,,,,amap1241,,Amapá Creole,Bookkeeping,amd,,0.0,,
Amurdak,Critically endangered,https://en.wal.unesco.org/languages/amurdak,9.0,amar1271,,Amurdak,Iwaidjan Proper,amg,Australia,0.0,-11.99,132.88
Amara,Definitely endangered,https://en.wal.unesco.org/languages/amara,999.0,amar1272,,Amara,Austronesian,aie,Papunesia,0.0,-5.56,148.68
Amarasi,Endangered/unsafe,https://en.wal.unesco.org/languages/amarasi,99999.0,amar1273,,Amarasi,Austronesian,aaz,Papunesia,5.0,-10.22,123.96
Amarakaeri,Definitely endangered,https://en.wal.unesco.org/languages/amarakaeri,9999.0,amar1274,,Amarakaeri,Harakmbut,amr,South America,2.0,-12.49,-70.55
Ama (Sudan),Endangered/unsafe,https://en.wal.unesco.org/languages/ama-sudan,99999.0,amas1236,Sudan,Ama (Sudan),Nyimang,nyi,Africa,0.0,12.1,29.43
Amatlán Zapotec,Endangered/unsafe,https://en.wal.unesco.org/languages/amatlan-zapotec,9999.0,amat1238,,Amatlán Zapotec,Otomanguean,zpo,North America,0.0,16.27,-96.4
Amba (Uganda),Endangered/unsafe,https://en.wal.unesco.org/languages/amba-uganda,99999.0,amba1263,,Amba (Uganda),Atlantic-Congo,rwm,Africa,3.0,0.81,30.0
Ambai,Definitely endangered,https://en.wal.unesco.org/languages/ambai,9999.0,amba1265,,Ambai,Austronesian,amk,Papunesia,3.0,-1.88,136.53
Amba (Solomon Islands),Endangered/unsafe,https://en.wal.unesco.org/languages/amba-solomon-islands,999.0,amba1266,,Amba (Solomon Islands),Austronesian,utp,Papunesia,0.0,-11.3,166.5
Ambala Ayta,Definitely endangered,https://en.wal.unesco.org/languages/ambala-ayta,9999.0,amba1267,Philippines,Ambala Ayta,Austronesian,abc,Papunesia,0.0,14.82,120.28
Ambakich,Definitely endangered,https://en.wal.unesco.org/languages/ambakich,999.0,amba1269,,Ambakich,Keram,aew,Papunesia,2.0,-4.23,144.28
Ambermo,Not in use,https://en.wal.unesco.org/languages/ambermo,0.0,ambe1246,,Ambermo,Unclassifiable,,Papunesia,0.0,-1.76,137.9
Ambele,Endangered/unsafe,https://en.wal.unesco.org/languages/ambele,9999.0,ambe1247,Cameroon,Ambele,Atlantic-Congo,ael,Africa,0.0,5.94,9.62
Ambelau,Endangered/unsafe,https://en.wal.unesco.org/languages/ambelau,9999.0,ambe1248,,Ambelau,Austronesian,amv,Papunesia,0.0,-3.86,127.2
Amblong,Definitely endangered,https://en.wal.unesco.org/languages/amblong,999.0,ambl1237,,Amblong,Austronesian,alm,Papunesia,0.0,-15.52,166.95
Ambo,Definitely endangered,https://en.wal.unesco.org/languages/ambo,999.0,ambo1249,Zambia,Ambo,Atlantic-Congo,amb,Africa,0.0,7.08,10.78
Ambonese Malay,Potentially vulnerable,https://en.wal.unesco.org/languages/ambonese-malay,999999.0,ambo1250,,Ambonese Malay,Austronesian,abs,Papunesia,3.0,-3.71,128.18
Ambo-Pasco Quechua,Endangered/unsafe,https://en.wal.unesco.org/languages/ambo-pasco-quechua,99999.0,ambo1252,,Ambo-Pasco Quechua,Quechuan,qva,South America,0.0,-10.51,-76.11
Ambrak,Definitely endangered,https://en.wal.unesco.org/languages/ambrak,999.0,ambr1239,,Ambrak,Nuclear Torricelli,aag,Papunesia,0.0,-3.61,142.56
Ambulas,Endangered/unsafe,https://en.wal.unesco.org/languages/ambulas,99999.0,ambu1247,,Ambulas,Ndu,abt,Papunesia,4.0,-3.78,143.06
Amdang,Definitely endangered,https://en.wal.unesco.org/languages/amdang,99999.0,amda1238,,Amdang,Furan,amj,Africa,0.0,14.75,20.89
Amdo Tibetan,Potentially vulnerable,https://en.wal.unesco.org/languages/amdo-tibetan,9999999.0,amdo1237,,Amdo Tibetan,Sino-Tibetan,adx,Eurasia,25.0,34.52,100.48
Amele,Definitely endangered,https://en.wal.unesco.org/languages/amele,9999.0,amel1241,,Amele,Nuclear Trans New Guinea,aey,Papunesia,3.0,-5.29,145.69
American Sign Language,Potentially vulnerable,https://en.wal.unesco.org/languages/american-sign-language,999999.0,amer1248,Benin,American Sign Language,Sign Language,ase,North America,2.0,33.81,-81.61
American Indian Pidgin English,Not in use,https://en.wal.unesco.org/languages/american-indian-pidgin-english,0.0,amer1255,,American Indian Pidgin English,Pidgin,,North America,0.0,,
,,,,amer1256,,Amerax,Bookkeeping,aex,,0.0,,
Amganad Ifugao,Endangered/unsafe,https://en.wal.unesco.org/languages/amganad-ifugao,99999.0,amga1235,,Amganad Ifugao,Austronesian,ifa,Papunesia,2.0,16.9,121.04
Amharic,Safe,https://en.wal.unesco.org/languages/amharic,99999999.0,amha1245,,Amharic,Afro-Asiatic,amh,Africa,5.0,11.71,39.54
Ami,Critically endangered,https://en.wal.unesco.org/languages/ami,99.0,amii1238,,Ami,Western Daly,amy,Australia,0.0,-13.56,130.04
,,,,amik1238,,Amikoana,Bookkeeping,akn,,0.0,,
Amis Gaoshan,Potentially vulnerable,https://en.wal.unesco.org/languages/amis-gaoshan,999999.0,amis1246,,Amis,Austronesian,ami,Papunesia,4.0,23.09,121.35
Mol,Definitely endangered,https://en.wal.unesco.org/languages/mol,999.0,amol1235,,Mol,Nuclear Torricelli,alx,Papunesia,0.0,-3.47,142.53
Amoltepec Mixtec,Endangered/unsafe,https://en.wal.unesco.org/languages/amoltepec-mixtec,9999.0,amol1236,,Amoltepec Mixtec,Otomanguean,mbz,North America,0.0,16.65,-97.45
Amo,Endangered/unsafe,https://en.wal.unesco.org/languages/amo,99999.0,amoo1242,,Amo,Atlantic-Congo,amo,Africa,0.0,10.32,8.65
Amorite,Not in use,https://en.wal.unesco.org/languages/amorite,0.0,amor1239,,Amorite,Afro-Asiatic,,Eurasia,0.0,34.71,40.72
Amotomanco,Not in use,https://en.wal.unesco.org/languages/amotomanco,0.0,amot1239,,Amotomanco,Unclassifiable,,North America,0.0,,
Ampari Dogon,Definitely endangered,https://en.wal.unesco.org/languages/ampari-dogon,9999.0,ampa1238,,Ampari Dogon,Dogon,aqd,Africa,0.0,14.15,-3.55
Ampanang,Endangered/unsafe,https://en.wal.unesco.org/languages/ampanang,99999.0,ampa1239,,Ampanang,Austronesian,apg,Papunesia,0.0,-0.79,116.35
Amri Karbi,Definitely endangered,https://en.wal.unesco.org/languages/amri-karbi,999999.0,amri1238,,Amri Karbi,Sino-Tibetan,ajz,Eurasia,2.0,26.02,91.48
Amto,Definitely endangered,https://en.wal.unesco.org/languages/amto,999.0,amto1250,,Amto,Amto-Musan,amt,Papunesia,0.0,-4.12,141.34
Amundava,Endangered/unsafe,https://en.wal.unesco.org/languages/amundava,99.0,amun1246,,Amundava,Tupian,adw,South America,0.0,-9.04,-62.31
Anaang,Potentially vulnerable,https://en.wal.unesco.org/languages/anaang,9999999.0,anaa1238,,Anaang,Atlantic-Congo,anw,Africa,3.0,4.95,7.58
Anakalangu,Potentially vulnerable,https://en.wal.unesco.org/languages/anakalangu,999999.0,anak1240,,Anakalang,Austronesian,akg,Papunesia,0.0,-9.63,119.61
Anal,Definitely endangered,https://en.wal.unesco.org/languages/anal,99999.0,anal1239,India,Anal,Sino-Tibetan,anm,Eurasia,2.0,24.05,94.28
Anam,Definitely endangered,https://en.wal.unesco.org/languages/anam,9999.0,anam1247,,Anam,Nuclear Trans New Guinea,pda,Papunesia,0.0,-4.69,145.05
Anamuxra,Endangered/unsafe,https://en.wal.unesco.org/languages/anamuxra,9999.0,anam1248,,Anamuxra,Nuclear Trans New Guinea,imi,Papunesia,0.0,-4.64,144.99
Anambé,Not in use,https://en.wal.unesco.org/languages/anambe,0.0,anam1249,,Anambé,Tupian,aan,South America,0.0,-2.71,-49.3
,,,,anas1239,,Anasi,Bookkeeping,bpo,Papunesia,0.0,-1.74,137.72
Ana Tinga Dogon,Definitely endangered,https://en.wal.unesco.org/languages/ana-tinga-dogon,999.0,anat1248,,Ana Tinga Dogon,Dogon,dti,Africa,0.0,14.67,-3.12
Anauyá,Not in use,https://en.wal.unesco.org/languages/anauya,0.0,anau1243,,Anauyá,Arawakan,,South America,0.0,1.48,-65.41
,,,,anca1236,,Áncá,Bookkeeping,acb,Africa,0.0,6.67,11.11
Ancient Greek,Not in use,https://en.wal.unesco.org/languages/ancient-greek,0.0,anci1242,,Ionic-Attic Ancient Greek,Indo-European,grc,Eurasia,4.0,39.82,21.91
Medieval Greek,Not in use,https://en.wal.unesco.org/languages/medieval-greek,0.0,anci1242,,Ionic-Attic Ancient Greek,Indo-European,grc,Eurasia,4.0,39.82,21.91
Ancient Hebrew,Not in use,https://en.wal.unesco.org/languages/ancient-hebrew,0.0,anci1244,,Ancient Hebrew,Afro-Asiatic,hbo,Eurasia,4.0,31.78,35.17
Ancient North Arabian,Not in use,https://en.wal.unesco.org/languages/ancient-north-arabian,0.0,anci1245,,Ancient North Arabian,Afro-Asiatic,xna,Eurasia,6.0,29.04,39.78
Ancient Ligurian,Not in use,https://en.wal.unesco.org/languages/ancient-ligurian,0.0,anci1248,,Ancient Ligurian,Unclassifiable,xlg,Eurasia,0.0,,
,,,,anci1249,,Ancient North Greek,Indo-European,,Eurasia,4.0,40.83,22.14
Andaman Creole Hindi,Endangered/unsafe,https://en.wal.unesco.org/languages/andaman-creole-hindi,9999.0,anda1280,,Andaman Creole Hindi,Indo-European,hca,Eurasia,0.0,11.68,92.74
Andai,Definitely endangered,https://en.wal.unesco.org/languages/andai,999.0,anda1283,,Andai,Arafundi,afd,Papunesia,5.0,-4.96,143.64
Andarum,Definitely endangered,https://en.wal.unesco.org/languages/andarum,9999.0,anda1284,,Andarum,Ramu,aod,Papunesia,0.0,-4.49,144.77
Andaqui,Not in use,https://en.wal.unesco.org/languages/andaqui,0.0,anda1286,Colombia,Andaqui,,ana,South America,0.0,2.75,-76.0
Andalusian Arabic,Not in use,https://en.wal.unesco.org/languages/andalusian-arabic,0.0,anda1287,,Andalusian Arabic,Afro-Asiatic,xaa,Eurasia,0.0,36.54,-5.2
Andegerebinha,Not in use,https://en.wal.unesco.org/languages/andegerebinha,0.0,ande1247,,Andegerebinha,Pama-Nyungan,adg,Australia,1.0,-22.51,137.35
Andi,Endangered/unsafe,https://en.wal.unesco.org/languages/andi,9999.0,andi1255,,Andi,Nakh-Daghestanian,ani,Eurasia,11.0,42.81,46.29
Andio,Definitely endangered,https://en.wal.unesco.org/languages/andio,9999.0,andi1257,,Andio,Austronesian,bzb,Papunesia,0.0,-0.88,123.17
Andoquero,Not in use,https://en.wal.unesco.org/languages/andoquero,0.0,ando1254,,Andoquero,Huitotoan,,South America,0.0,-0.67,-72.31
Andoa,Not in use,https://en.wal.unesco.org/languages/andoa,0.0,ando1255,Ecuador,Andoa,Zaparoan,anb,South America,0.0,-3.3,-76.61
Andoque,Definitely endangered,https://en.wal.unesco.org/languages/andoque,999.0,ando1256,Colombia,Andoque,,ano,South America,2.0,-0.54,-72.09
Andro,Not in use,https://en.wal.unesco.org/languages/andro,0.0,andr1246,Myanmar,Andro,Sino-Tibetan,,Eurasia,0.0,24.75,94.03
Andra-Hus,Endangered/unsafe,https://en.wal.unesco.org/languages/andra-hus,9999.0,andr1248,,Andra-Hus,Austronesian,anx,Papunesia,0.0,-2.06,147.09
Aneityum,Definitely endangered,https://en.wal.unesco.org/languages/aneityum,999.0,anei1239,,Aneityum,Austronesian,aty,Papunesia,0.0,-20.19,169.82
Aneme Wake,Endangered/unsafe,https://en.wal.unesco.org/languages/aneme-wake,999.0,anem1248,,Aneme Wake,Yareban,aby,Papunesia,5.0,-9.76,148.48
Anem,Definitely endangered,https://en.wal.unesco.org/languages/anem,999.0,anem1249,,Anem,,anz,Papunesia,2.0,-5.55,148.99
Anfillo,Definitely endangered,https://en.wal.unesco.org/languages/anfillo,999.0,anfi1235,,Anfillo,Ta-Ne-Omotic,myo,Africa,0.0,8.57,34.65
Angami Naga,Potentially vulnerable,https://en.wal.unesco.org/languages/angami-naga,999999.0,anga1288,India,Angami Naga,Sino-Tibetan,njm,Eurasia,10.0,25.68,93.87
Angaataha,Endangered/unsafe,https://en.wal.unesco.org/languages/angaataha,9999.0,anga1290,,Angaataha,Angan,agm,Papunesia,0.0,-7.15,146.35
Angal Heneng,Endangered/unsafe,https://en.wal.unesco.org/languages/angal-heneng,99999.0,anga1292,,Angal Heneng,Nuclear Trans New Guinea,akh,Papunesia,3.0,-6.13,143.48
Angal,Endangered/unsafe,https://en.wal.unesco.org/languages/angal,99999.0,anga1293,,Angal,Nuclear Trans New Guinea,age,Papunesia,0.0,-6.01,143.59
Angal Enen,Endangered/unsafe,https://en.wal.unesco.org/languages/angal-enen,99999.0,anga1294,,Angal Enen,Nuclear Trans New Guinea,aoe,Papunesia,1.0,-6.23,143.58
Angami Naga Sign Language,Not in use,https://en.wal.unesco.org/languages/angami-naga-sign-language,0.0,anga1315,,Angami Naga Sign Language,Sign Language,,Eurasia,0.0,25.9,93.72
Angaité,Severely endangered,https://en.wal.unesco.org/languages/angaite,9999.0,anga1316,Paraguay,Angaité,Lengua-Mascoy,aqt,South America,0.0,-22.85,-58.45
Angkamuthi,Not in use,https://en.wal.unesco.org/languages/angkamuthi,0.0,angg1238,,Angkamuthi,Pama-Nyungan,avm,Australia,0.0,-11.44,142.24
Angguruk Yali,Endangered/unsafe,https://en.wal.unesco.org/languages/angguruk-yali,99999.0,angg1239,,Angguruk Yali,Nuclear Trans New Guinea,yli,Papunesia,0.0,-4.08,139.46
Angika,Potentially vulnerable,https://en.wal.unesco.org/languages/angika,999999.0,angi1238,Nepal,Angika,Indo-European,anp,Eurasia,0.0,26.0,85.53
Angloromani,Endangered/unsafe,https://en.wal.unesco.org/languages/angloromani,99999.0,angl1239,,Archaic Angloromani,Indo-European,rme,Eurasia,0.0,51.75,-2.56
Angor,Definitely endangered,https://en.wal.unesco.org/languages/angor,9999.0,ango1254,,Angor,Senagi,agg,Papunesia,2.0,-3.72,141.2
Angoram,Definitely endangered,https://en.wal.unesco.org/languages/angoram,9999.0,ango1255,,Angoram,Lower Sepik,aog,Papunesia,0.0,-4.08,144.03
Angosturas Tunebo,Definitely endangered,https://en.wal.unesco.org/languages/angosturas-tunebo,99.0,ango1257,,Angosturas Tunebo,Chibchan,tnd,South America,0.0,6.54,-71.92
Angolar,Definitely endangered,https://en.wal.unesco.org/languages/angolar,99999.0,ango1258,,Angolar,Indo-European,aoa,Africa,0.0,0.11,6.59
Anguthimri,Not in use,https://en.wal.unesco.org/languages/anguthimri,0.0,angu1242,,Anguthimri,Pama-Nyungan,awg,Australia,0.0,-12.39,141.75
Anii,Endangered/unsafe,https://en.wal.unesco.org/languages/anii,99999.0,anii1245,Benin,Anii,Atlantic-Congo,blo,Africa,7.0,9.11,1.6
Ani //Ani,Definitely endangered,https://en.wal.unesco.org/languages/ani-ani,999.0,anii1246,,//Ani,Khoe-Kwadi,hnh,Africa,0.0,-19.1,22.91
Animere,Severely endangered,https://en.wal.unesco.org/languages/animere,99.0,anim1239,,Animere,Atlantic-Congo,anf,Africa,0.0,7.6,0.42
Anindilyakwa,Definitely endangered,https://en.wal.unesco.org/languages/anindilyakwa,9999.0,anin1240,,Anindilyakwa,Gunwinyguan,aoi,Australia,0.0,-14.0,136.64
,,,,anin1242,,Aninka,Atlantic-Congo,aqk,Africa,0.0,9.08,8.51
Ani Phowa,Endangered/unsafe,https://en.wal.unesco.org/languages/ani-phowa,9999.0,anip1235,,Ani Phowa,Sino-Tibetan,ypn,Eurasia,0.0,23.7,103.6
Anjam,Definitely endangered,https://en.wal.unesco.org/languages/anjam,9999.0,anja1238,,Anjam,Nuclear Trans New Guinea,boj,Papunesia,0.0,-5.46,145.72
Ankave,Endangered/unsafe,https://en.wal.unesco.org/languages/ankave,9999.0,anka1246,,Ankave,Angan,aak,Papunesia,6.0,-7.19,145.75
Anmatyerre,Definitely endangered,https://en.wal.unesco.org/languages/anmatyerre,9999.0,anma1239,,Anmatyerre,Pama-Nyungan,amx,Australia,2.0,-22.29,133.29
Anor,Definitely endangered,https://en.wal.unesco.org/languages/anor,999.0,anor1241,,Anor,Ramu,anj,Papunesia,0.0,-4.98,144.8
Anserma,Not in use,https://en.wal.unesco.org/languages/anserma,0.0,anse1238,,Anserma,Chocoan,ans,South America,0.0,6.25,-76.05
Ansus,Definitely endangered,https://en.wal.unesco.org/languages/ansus,9999.0,ansu1237,,Ansus,Austronesian,and,Papunesia,0.0,-1.75,135.87
Antakarinya,Not in use,https://en.wal.unesco.org/languages/antakarinya,0.0,anta1253,,Antakarinya,Pama-Nyungan,ant,Australia,0.0,-27.12,134.84
Antankarana Malagasy,Potentially vulnerable,https://en.wal.unesco.org/languages/antankarana-malagasy,999999.0,anta1255,,Antankarana Malagasy,Austronesian,xmv,Africa,2.0,-13.22,49.24
Antioquian,Not in use,https://en.wal.unesco.org/languages/antioquian,0.0,anti1242,,Antioquian,Chibchan,,South America,0.0,7.2,-75.34
Antigua and Barbuda Creole English,Potentially vulnerable,https://en.wal.unesco.org/languages/antigua-and-barbuda-creole-english,999999.0,anti1245,,Antigua and Barbuda Creole English,Indo-European,aig,North America,0.0,17.07,-61.82
Anuak,Potentially vulnerable,https://en.wal.unesco.org/languages/anuak,999999.0,anua1242,South Sudan,Anuak,Nilotic,anu,Africa,4.0,7.58,34.03
